partition,elements,neighboring_ranks,max_mpi_faces_per_neighboring_rank,interior_elements,mpi_elements,mpi_faces,mpi_dr_faces,dynamic_rupture_faces,free_surface_faces,transparent_faces
0,31091,17,978,27610,3481,4386,0,0,0,0
1,31067,10,514,28896,2171,2404,0,0,1796,0
2,31030,20,580,27738,3292,3920,0,0,862,0
3,30932,9,536,28734,2198,2449,0,0,1851,0
4,30956,8,702,28745,2211,2539,0,0,1597,0
5,31060,11,618,28174,2886,3392,0,0,1162,0
6,31084,10,545,28871,2213,2476,0,0,1634,0
7,31045,8,595,28855,2190,2463,0,0,1879,0
8,31024,11,702,28446,2578,2934,0,0,1536,0
9,31153,19,671,27901,3252,4226,0,0,0,0
10,31062,18,655,27805,3257,4192,0,0,0,0
11,31101,20,655,27549,3552,4484,0,0,0,0
12,31105,16,524,27770,3335,4226,0,0,0,0
13,31097,14,847,27931,3166,4088,0,0,0,0
14,31107,16,847,27636,3471,4494,0,0,0,0
15,31086,18,553,27787,3299,4206,0,0,0,0
16,31084,14,978,27831,3253,4254,0,0,0,0
17,31102,16,792,27603,3499,4584,0,0,0,0
18,31126,16,907,27689,3437,4394,0,0,0,0
19,31100,18,843,27647,3453,4486,0,0,0,0
20,31103,19,907,27581,3522,4544,0,0,0,0
21,31141,18,701,27752,3389,4340,0,0,0,0
22,31112,16,903,27684,3428,4480,0,0,0,0
23,31093,13,903,27869,3224,4204,0,0,0,0
24,31112,17,610,27947,3165,4090,0,0,0,0
25,31132,16,713,27784,3348,4372,0,0,0,0
26,31118,16,713,27872,3246,4224,0,0,0,0
27,31117,16,853,27728,3389,4410,0,0,0,0
28,31101,19,721,27243,3858,4880,0,0,0,0
29,31122,22,721,27584,3538,4528,0,0,0,0
30,31154,19,1170,27520,3634,4688,0,0,0,0
31,31094,17,853,27731,3363,4358,0,0,0,0
32,31103,19,853,27537,3566,4622,0,0,0,0
33,31118,17,853,27856,3262,4232,0,0,0,0
34,31159,18,812,27929,3230,4228,0,0,0,0
35,31123,17,1170,27423,3700,4838,0,0,0,0
36,31104,13,607,27871,3233,4146,0,0,0,0
37,31104,19,671,27881,3223,4118,0,0,0,0
38,31094,16,586,27825,3269,4220,0,0,0,0
39,31118,17,984,27867,3251,4310,0,0,0,0
40,31118,16,984,27710,3408,4426,0,0,0,0
41,31103,17,716,27885,3218,4218,0,0,0,0
42,31115,20,823,27355,3760,4790,0,0,0,0
43,31142,15,820,27775,3367,4322,0,0,0,0
44,31119,19,823,27622,3497,4504,0,0,0,0
45,31122,17,677,27804,3318,4298,0,0,0,0
46,31106,17,975,27715,3391,4258,0,0,0,0
47,31124,21,975,27280,3844,5026,0,0,0,0
48,31088,16,873,27683,3405,4384,0,0,0,0
49,30941,9,491,28614,2327,2654,0,0,1808,0
50,31072,12,580,28275,2797,3303,0,0,1239,0
51,30944,8,375,28926,2018,2255,0,0,1857,0
52,31069,13,695,27953,3116,3751,0,0,1171,0
53,31067,10,695,28522,2545,2937,0,0,1457,0
54,31094,10,676,28907,2187,2496,0,0,2166,0
55,31112,16,561,27748,3364,4296,0,0,0,0
56,31080,10,676,28525,2555,2906,0,0,1590,0
57,31132,8,607,28737,2395,2678,0,0,1578,0
