partition,elements,neighboring_ranks,max_mpi_faces_per_neighboring_rank,interior_elements,mpi_elements,mpi_faces,mpi_dr_faces,dynamic_rupture_faces,free_surface_faces,transparent_faces
0,62325,15,1237,56271,6054,7843,0,0,0,119
1,62269,11,1382,57491,4778,6087,0,0,0,853
2,62395,12,1382,57857,4538,5849,0,0,0,691
3,62246,12,1029,57381,4865,6154,0,0,0,766
4,62244,11,1331,57625,4619,5986,0,0,0,1008
5,62290,13,1331,57336,4954,6410,0,0,0,542
6,62307,13,969,56724,5583,7186,0,0,0,0
7,62279,14,1218,56806,5473,7128,0,0,0,0
8,62302,15,1118,56975,5327,6924,0,0,0,0
9,62319,16,1079,56690,5629,7356,0,0,0,0
10,62301,13,1162,56993,5308,7010,0,0,0,0
11,62269,16,1133,56903,5366,7038,0,0,0,0
12,62231,13,1089,56867,5364,6930,0,0,0,0
13,62248,17,1162,56490,5758,7310,0,0,0,0
14,62308,18,1265,56369,5939,7740,0,0,0,0
15,62205,17,929,56935,5270,6990,0,0,0,0
16,62290,18,926,56961,5329,6958,0,0,0,0
17,62260,16,1031,56770,5490,6938,0,0,0,0
18,62262,17,1208,56977,5285,7112,0,0,0,0
19,62237,18,1584,56255,5982,7714,0,0,0,0
20,62248,19,1584,56156,6092,7756,0,0,0,0
21,62295,17,1186,56607,5688,7624,0,0,0,0
22,62271,12,1208,57065,5206,6628,0,0,0,550
23,62295,11,1141,57708,4587,5799,0,0,0,931
24,62246,10,768,58820,3426,3901,0,0,3553,0
25,62252,9,1002,58877,3375,3796,0,0,3580,0
26,62271,12,1002,58235,4036,4511,0,0,3663,0
27,62248,19,969,56631,5617,7178,0,0,0,0
28,62381,14,1192,56937,5444,7002,0,0,0,0
29,62247,17,1122,56755,5492,6942,0,0,0,0
30,59198,9,840,55932,3266,3860,0,0,2836,0
31,62183,13,1163,56552,5631,7077,0,0,1127,0
32,62266,9,918,58400,3866,4505,0,0,3229,0
33,62301,12,896,57833,4468,5413,0,0,2089,0
34,62253,11,1119,57476,4777,5777,0,0,1691,0
35,62250,8,942,58811,3439,3865,0,0,3751,0
36,62260,17,1489,56353,5907,7720,0,0,0,0
37,62258,13,1027,57000,5258,6830,0,0,0,0
