partition,elements,neighboring_ranks,max_mpi_faces_per_neighboring_rank,interior_elements,mpi_elements,mpi_faces,mpi_dr_faces,dynamic_rupture_faces,free_surface_faces,transparent_faces
0,249345,19,3242,234646,14699,19272,0,0,0,0
1,249287,17,3140,235026,14261,18920,0,0,0,0
2,249032,17,3242,235386,13646,18524,0,0,0,0
3,249156,21,3405,234811,14345,18420,0,0,0,0
4,249278,10,3156,237233,12045,14684,0,0,6740,0
5,249476,13,3372,237273,12203,15229,0,0,7431,0
6,249130,11,2244,239062,10068,11946,0,0,9720,0
7,249193,11,3372,239161,10032,11937,0,0,11661,0
8,249328,12,2384,237793,11535,14162,0,0,7178,0
9,249044,17,2964,234557,14487,18482,0,0,0,0
10,248959,14,2747,235193,13766,17998,0,0,0,0
11,248980,11,3058,235532,13448,17472,0,0,0,0
12,249281,10,2378,238363,10918,14088,0,0,0,2804
13,249384,13,2966,236006,13378,17633,0,0,0,1065
14,249281,10,2765,238051,11230,14379,0,0,0,2421
15,249319,20,2966,234151,15168,19324,0,0,0,0
16,249158,13,3055,235610,13548,17432,0,0,0,0
17,249242,17,3055,234456,14786,19270,0,0,0,0
18,249232,12,2765,237553,11679,14833,0,0,0,2549
19,248955,17,3641,234807,14148,18106,0,0,0,0
20,249140,16,3641,235233,13907,17900,0,0,0,0
21,249141,15,2821,235552,13589,17624,0,0,0,0
22,249165,17,3225,234397,14768,19238,0,0,0,0
23,249060,12,3225,237057,12003,15963,0,0,0,1655
24,249218,9,2888,238974,10244,13552,0,0,0,3076
25,249149,7,3567,239837,9312,12285,0,0,0,4305
26,249089,12,3567,235893,13196,16951,0,0,0,917
27,249300,12,2754,236075,13225,16900,0,0,0,634
28,249039,18,2821,233020,16019,19998,0,0,0,0
29,249234,15,2754,235057,14177,18216,0,0,0,0
30,249283,10,3022,238065,11218,14561,0,0,0,2517
31,249346,14,3189,235586,13760,17784,0,0,0,678
32,249210,10,3189,238688,10522,13519,0,0,0,2759
33,249374,12,2874,237385,11989,15318,0,0,0,1934
34,249184,8,3022,239614,9570,12443,0,0,0,4141
35,249261,7,2874,240072,9189,12075,0,0,0,4669
36,249203,12,2642,238325,10878,14224,0,0,0,2654
37,249361,12,2960,236281,13080,17333,0,0,0,741
38,249340,17,3405,235346,13994,18440,0,0,0,0
39,249310,12,4153,236794,12516,16012,0,0,0,1470
40,249009,14,2931,235212,13797,18102,0,0,0,0
41,249108,11,4153,236004,13104,17138,0,0,0,1718
42,249223,10,2901,239992,9231,11330,0,0,11188,0
43,249249,12,3335,234969,14280,17955,0,0,4085,516
44,249382,9,3335,241721,7661,9454,0,0,9697,2681
45,249332,8,2999,240595,8737,10642,0,0,10234,1228
46,249377,12,3053,237336,12041,14828,0,0,8638,0
47,249516,10,3053,238759,10757,13084,0,0,9034,0
48,249153,15,2761,235759,13394,17204,0,0,0,0
49,248918,15,2733,233810,15108,19336,0,0,0,0
50,249222,16,2733,235296,13926,18316,0,0,0,0
51,249239,10,2073,239717,9522,11700,0,0,9882,0
52,249058,15,3064,235130,13928,18420,0,0,0,0
53,249153,17,3064,235175,13978,18252,0,0,0,0
54,249260,7,1920,240876,8384,10040,0,0,12338,0
55,249357,11,2735,239570,9787,11877,0,0,10197,0
56,249238,10,2735,239594,9644,11512,0,0,10204,0
57,249176,14,2539,235443,13733,17335,0,0,2087,0
58,249309,14,3158,236584,12725,16042,0,0,5122,0
59,249393,13,3158,239901,9492,11212,0,0,12240,0
60,249077,15,2823,235465,13612,16756,0,0,3262,0
61,248926,14,3336,234921,14005,18394,0,0,0,0
62,249023,15,2841,235194,13829,18400,0,0,0,0
63,248152,9,1901,239448,8704,10150,0,0,12692,0
64,249140,10,2834,239495,9645,11542,0,0,10450,0
65,249296,17,2834,236385,12911,15795,0,0,5449,0
66,247917,12,2127,236122,11795,14409,0,0,6329,0
67,249004,15,2980,235521,13483,18288,0,0,0,0
68,248941,18,2612,233955,14986,19092,0,0,0,0
69,246202,11,2127,236592,9610,11714,0,0,9444,0
70,245931,9,2531,237104,8827,10482,0,0,12306,0
71,245971,10,2531,236131,9840,12075,0,0,8811,0
72,249189,14,3385,235510,13679,17650,0,0,0,0
73,249030,15,3174,235260,13770,18004,0,0,0,0
74,248996,17,3385,233108,15888,20184,0,0,0,0
75,249066,22,2209,235108,13958,18380,0,0,0,0
76,248955,18,3345,234294,14661,18506,0,0,0,0
77,248914,17,3345,234238,14676,18570,0,0,0,0
78,249188,11,3342,236787,12401,14006,69,16513,0,0
79,249152,11,2775,239388,9764,11019,61,11665,4721,0
80,249222,10,2775,239746,9476,10771,38,10662,6511,0
81,249077,10,3342,239133,9944,11340,54,13530,0,0
82,248843,12,2553,239024,9819,11463,22,2282,11013,0
83,248984,14,2553,237852,11132,12661,76,10900,3057,0
84,249064,13,2714,237504,11560,14987,0,0,0,1953
85,249153,13,4559,237769,11384,14396,0,0,0,3688
86,249354,14,4559,234816,14538,18966,0,0,0,0
87,249093,13,2486,238225,10868,14428,0,0,0,2874
88,249024,13,4030,234755,14269,18578,0,0,0,0
89,249150,12,4030,238132,11018,14039,0,0,0,2935
90,249045,11,2696,238194,10851,13997,0,0,0,2665
91,249149,16,3579,235239,13910,18364,0,0,0,0
92,249121,12,3579,237851,11270,14874,0,0,0,2794
93,249263,19,3379,233925,15338,20028,0,0,0,0
94,249090,15,2956,234857,14233,19108,0,0,0,0
95,249196,20,2956,234013,15183,19746,0,0,0,0
96,248521,16,2706,232780,15741,19935,0,0,2123,0
97,248645,15,3801,234387,14258,18200,0,0,0,0
98,248544,14,3801,234454,14090,18298,0,0,0,0
99,245515,10,2548,236356,9159,10946,0,0,10796,0
100,248262,10,2639,237298,10964,13349,0,0,8337,0
101,245327,10,2610,236626,8701,10587,0,0,10655,0
102,248671,13,1961,236997,11674,14658,0,0,0,3440
103,248472,10,3674,237737,10735,14612,0,0,0,2448
104,248485,9,3674,237483,11002,13902,0,0,0,3090
105,248688,9,2738,239101,9587,11521,0,0,9549,1046
106,241578,6,2512,234492,7086,8526,0,0,10601,1895
107,248297,10,2512,239191,9106,10826,0,0,10872,1254
108,248737,10,3461,239453,9284,11204,0,0,9490,0
109,248906,13,3461,236085,12821,15799,0,0,6237,0
110,248516,9,2548,238103,10413,12537,0,0,9229,0
111,248566,10,2836,238653,9913,11907,0,0,10185,0
112,248518,7,3284,240364,8154,9591,0,0,11206,1131
113,248480,10,3284,238252,10228,12683,0,0,5764,3327
114,248586,17,2162,234359,14227,18222,0,0,0,0
115,248665,11,2775,236949,11716,14964,0,0,0,2062
116,248693,12,2681,236030,12663,16716,0,0,0,1402
117,248381,13,2705,234944,13437,17634,0,0,0,0
118,248500,8,3865,237236,11264,14227,0,0,0,2549
119,248499,8,3865,237986,10513,13284,0,0,0,4188
120,249285,10,2992,239284,10001,12165,0,0,9799,0
121,249439,9,2405,239676,9763,11701,0,0,10183,0
122,249355,12,2405,238454,10901,13081,0,0,8765,0
123,249089,18,2169,234287,14802,19386,0,0,0,0
124,248951,18,3890,234520,14431,18508,0,0,0,0
125,249047,18,3400,234779,14268,18662,0,0,0,0
126,249149,14,1906,238728,10421,12483,0,0,9913,0
127,249142,12,2008,239716,9426,11219,0,0,10563,0
128,248772,9,2639,239729,9043,11092,0,0,9966,0
129,248945,17,3890,234581,14364,18716,0,0,0,0
130,248879,15,3254,235665,13214,17480,0,0,0,0
131,249033,14,3254,234296,14737,18978,0,0,0,0
132,249081,22,2965,234657,14424,18466,0,0,0,0
133,249083,12,4215,235373,13710,17758,0,0,0,1140
134,249123,10,4215,238233,10890,14500,0,0,0,2842
135,248996,13,3026,235757,13239,17315,0,0,0,1049
136,248856,9,3699,236380,12476,15724,0,0,0,2124
137,248995,9,3699,236505,12490,16238,0,0,0,1462
138,249337,11,2574,237586,11751,15237,0,0,0,2437
139,249288,16,3006,234980,14308,18314,0,0,0,0
140,249293,10,3006,237535,11758,14844,0,0,0,2536
141,249227,14,2510,235752,13475,17106,0,0,0,0
142,249070,11,3212,236840,12230,15562,0,0,0,1420
143,249136,9,3212,237494,11642,14614,0,0,0,2676
144,248566,8,2396,240501,8065,9788,0,0,7917,2049
145,240494,9,3110,230865,9629,11854,0,0,9078,0
146,248409,8,3110,240380,8029,9752,0,0,8425,2959
147,248905,12,3118,237144,11761,14500,0,0,7078,0
148,248625,11,3248,236807,11818,14281,0,0,6219,0
149,248729,9,3248,238430,10299,12311,0,0,10601,0
150,248762,8,1985,240240,8522,10408,0,0,6395,3121
151,248792,9,2167,239969,8823,10484,0,0,12036,0
152,248743,17,2011,235525,13218,17180,0,0,0,0
153,248532,6,2224,242364,6168,7519,0,0,7666,4377
154,248685,8,3232,240732,7953,9541,0,0,9249,2528
155,248610,11,3232,236549,12061,14906,0,0,4364,0
156,249164,10,2917,238724,10440,13274,0,0,0,3890
157,249222,11,2626,236836,12386,16322,0,0,0,1296
158,249019,8,2828,238202,10817,13346,0,0,0,4034
159,248496,5,4110,241270,7226,9313,0,0,0,6429
160,248684,11,2559,236685,11999,15694,0,0,0,1338
161,248616,11,4110,236073,12543,16314,0,0,0,1310
162,248808,16,2912,234964,13844,17959,0,0,0,1131
163,249065,10,3441,236578,12487,15720,0,0,0,2354
164,248744,9,3267,237145,11599,14905,0,0,0,1855
165,248560,13,3301,234679,13881,17797,0,0,0,301
166,248527,10,2821,237124,11403,14604,0,0,0,2136
167,248538,9,3301,239057,9481,11921,0,0,0,5003
168,249216,7,2750,240084,9132,11609,0,0,0,4933
169,249234,8,2917,239580,9654,12589,0,0,0,3673
170,249419,11,2814,237355,12064,15182,0,0,0,2468
171,249268,9,2764,238059,11209,14033,0,0,0,3057
172,249281,15,3237,234949,14332,18278,0,0,0,0
173,249318,16,3237,234203,15115,19510,0,0,0,0
174,249176,11,4326,237487,11689,14726,0,0,0,2558
175,249287,11,4352,237487,11800,15637,0,0,0,2119
176,249332,12,4352,234205,15127,19378,0,0,0,298
177,249304,16,2670,235762,13542,17654,0,0,0,0
178,249277,18,3544,233904,15373,19656,0,0,0,0
179,249210,18,2626,234859,14351,18298,0,0,0,0
180,249289,18,2273,235883,13406,17646,0,0,0,0
181,249165,13,2995,235828,13337,16914,0,0,0,504
182,249227,10,2995,238034,11193,14307,0,0,0,3089
183,249472,7,2999,241270,8202,10026,0,0,9697,1501
184,244081,7,2226,236817,7264,8842,0,0,9519,2199
185,249407,11,3215,239347,10060,12187,0,0,9235,0
186,249369,12,3215,238101,11268,13770,0,0,9082,0
187,248999,14,3416,235145,13854,17560,0,0,1982,0
188,249432,10,3416,239851,9581,11116,0,0,13376,0
189,249233,9,2650,239651,9582,11552,0,0,10380,0
190,249164,18,3544,234520,14644,18134,0,0,0,0
191,249510,9,3156,239200,10310,12501,0,0,9869,0
192,249781,8,3009,239649,10132,12365,0,0,9419,770
193,249425,11,2850,236402,13023,15783,0,0,5032,755
194,249725,5,2770,243028,6697,8061,0,0,10923,2366
195,249464,15,3525,234319,15145,19814,0,0,0,0
196,249580,9,3864,239175,10405,13126,0,0,0,5278
197,249432,7,3864,238789,10643,13610,0,0,0,3432
198,249412,14,2698,235460,13952,17782,0,0,3408,0
