partition,elements,neighboring_ranks,max_mpi_faces_per_neighboring_rank,interior_elements,mpi_elements,mpi_faces,mpi_dr_faces,dynamic_rupture_faces,free_surface_faces,transparent_faces
0,373617,14,4017,355918,17699,23106,0,0,0,0
1,373908,16,4017,356063,17845,23212,0,0,0,0
2,374048,12,3881,358077,15971,19999,0,0,0,4061
3,373824,9,3881,358503,15321,18670,0,0,0,4290
4,373525,11,4769,357904,15621,19440,0,0,0,2932
5,373785,14,4769,355961,17824,22624,0,0,0,2030
6,373668,18,3552,355321,18347,24244,0,0,0,0
7,373924,11,4958,356155,17769,22715,0,0,0,1673
8,373635,13,4854,353955,19680,24227,0,0,4365,0
9,373924,7,4854,363136,10788,12268,0,0,21694,0
10,373983,11,3321,361028,12955,15512,0,0,13168,0
11,373574,18,3402,355035,18539,23948,0,0,0,0
12,374160,11,3217,361262,12898,15130,0,0,17586,0
13,373739,13,3435,356613,17126,21088,0,0,6188,0
14,373900,15,3435,355729,18171,23218,0,0,0,0
15,373994,10,3003,362061,11933,14224,0,0,16416,0
16,374126,7,4055,362305,11821,15059,0,0,0,5517
17,373878,11,5217,358757,15121,18736,0,0,0,4234
18,373847,17,4311,353796,20051,25730,0,0,0,0
19,373564,11,4311,357272,16292,20214,0,0,0,2414
20,374042,12,2723,361192,12850,15194,0,0,15102,0
21,374033,11,2541,361243,12790,15523,0,0,14871,0
22,374011,8,3865,363872,10139,12261,0,0,12614,3725
23,372174,7,3865,361208,10966,13125,0,0,15632,1123
24,373993,9,3430,363134,10859,13069,0,0,16893,0
25,374041,10,2857,361860,12181,14521,0,0,13733,0
26,373956,11,3715,358683,15273,19568,0,0,0,3510
27,373653,15,3715,355075,18578,23934,0,0,0,0
28,373692,9,4914,357078,16614,20425,0,0,0,3919
29,373941,9,4914,360921,13020,16529,0,0,0,4631
30,374038,7,3815,363390,10648,12898,0,0,16309,2027
31,374068,14,3430,357709,16359,20876,0,0,7776,0
32,374089,11,4896,357305,16784,21101,0,0,3999,2306
33,374047,6,4896,364222,9825,11820,0,0,16452,2008
34,373935,12,2951,361416,12519,14835,0,0,15269,0
35,374280,12,2951,362081,12199,14529,0,0,17713,0
36,373848,11,3773,358079,15769,19784,0,0,0,2528
37,373367,5,3171,364069,9298,11409,0,0,14770,2553
38,374167,8,3742,361198,12969,16219,0,0,0,7003
39,373659,16,3945,354128,19531,23891,0,0,0,219
40,374152,8,2705,364044,10108,12120,0,0,12883,3079
41,374278,5,2832,366717,7561,9238,0,0,12546,4988
42,374349,13,2535,362607,11742,14268,0,0,15674,0
43,374008,8,3171,363477,10531,12807,0,0,12740,2791
44,373945,7,4393,361505,12440,15780,0,0,0,5474
45,373994,7,4393,362642,11352,14308,0,0,0,7688
46,373917,8,4131,359305,14612,18739,0,0,0,3595
47,373752,12,4360,355295,18457,23147,0,0,0,2809
48,374071,11,5120,357543,16528,21563,0,0,0,1331
49,373860,15,3654,356721,17139,22718,0,0,0,0
50,373666,12,3654,358798,14868,18105,0,0,0,4183
51,373782,14,3945,354901,18881,23974,0,0,0,0
52,373883,10,3453,361637,12246,14627,0,0,15233,0
53,374152,12,2784,361196,12956,16087,0,0,13603,0
54,374218,13,3453,359343,14875,18193,0,0,11085,0
55,374119,11,3371,361581,12538,15019,0,0,14345,0
56,374002,8,3576,362429,11573,13862,0,0,16644,0
57,372032,7,2705,361533,10499,12819,0,0,13435,2330
58,374020,8,3012,363415,10605,13045,0,0,11925,3966
59,374011,9,2799,362170,11841,14172,0,0,15726,0
60,373853,12,5217,353735,20118,24967,0,0,0,1765
61,374122,13,4229,358950,15172,19433,0,0,0,2301
62,373831,14,5120,353932,19899,25166,0,0,0,0
63,373851,9,3201,361530,12321,15860,0,0,0,6402
64,373788,12,4804,356447,17341,22401,0,0,0,1937
65,373639,18,4044,352044,21595,26824,0,0,0,0
66,373855,8,4804,360153,13702,16966,0,0,6218,2956
67,373773,10,4044,359565,14208,17033,0,0,13593,0
68,373853,6,4284,361065,12788,15964,0,0,0,5666
69,374011,12,4879,357198,16813,20401,0,0,0,1805
70,373762,8,3956,361578,12184,15398,0,0,0,5186
71,373985,14,3956,356910,17075,21860,0,0,0,1814
72,373630,16,5333,354387,19243,24976,0,0,0,0
73,373837,17,5333,356392,17445,24170,0,0,0,0
74,374019,11,3266,362490,11529,13548,0,0,19264,0
75,373764,17,4108,354661,19103,24472,0,0,0,0
76,373618,13,4879,357889,15729,19821,0,0,0,2551
77,373838,11,3758,358018,15820,20426,0,0,0,2168
78,373646,12,5413,355259,18387,23181,0,0,0,721
79,373719,11,5413,358186,15533,19837,0,0,0,3535
80,373347,13,2924,358765,14582,17682,0,0,10680,0
81,373324,11,2701,360213,13111,15935,0,0,13443,0
82,373555,18,4448,355827,17728,23160,0,0,0,0
83,373455,16,4448,351655,21800,28036,0,0,0,0
84,373030,11,4187,356755,16275,20116,0,0,8562,0
85,373176,9,3595,362501,10675,12531,0,0,18167,0
86,368472,6,4187,358636,9836,12109,0,0,12838,3697
87,372966,8,3816,362163,10803,13389,0,0,14229,1150
88,373605,14,3816,356909,16696,20938,0,0,0,2014
89,373703,14,3196,355368,18335,23278,0,0,0,0
90,373689,11,4388,358341,15348,20135,0,0,0,2733
91,373785,11,4388,356913,16872,21551,0,0,0,2539
92,373759,11,3405,356987,16772,21008,0,0,0,1758
93,373930,13,4961,356519,17411,22189,0,0,0,1913
94,373803,6,3830,362734,11069,14255,0,0,0,6581
95,373822,10,4961,357681,16141,21097,0,0,0,3351
96,373477,17,4309,353878,19599,24643,0,0,3119,0
97,373321,11,4309,361713,11608,13980,0,0,14824,0
98,372812,11,2899,360255,12557,15253,0,0,15573,0
99,373361,15,3541,354618,18743,24184,0,0,0,0
100,373677,10,3443,359760,13917,16955,0,0,12025,0
101,373839,11,2827,362235,11604,13857,0,0,15041,0
102,373734,14,5370,354832,18902,24190,0,0,0,0
103,373792,14,5370,354821,18971,23665,0,0,6765,0
104,373334,16,3841,354190,19144,24504,0,0,0,0
105,373330,19,3458,355060,18270,23650,0,0,0,0
106,373596,14,2945,360333,13263,16158,0,0,13986,0
107,373733,10,3101,361804,11929,14449,0,0,15157,0
108,373347,16,3841,354794,18553,24352,0,0,0,0
109,373177,11,3073,360208,12969,15515,0,0,14557,0
110,373036,18,5002,353126,19910,24848,0,0,3918,0
111,373336,10,5002,361471,11865,14384,0,0,15368,0
112,373393,15,4301,355119,18274,23526,0,0,0,0
113,373412,18,3624,355077,18335,23374,0,0,0,0
114,373690,10,4980,358241,15449,19442,0,0,0,3746
