partition,elements,neighboring_ranks,max_mpi_faces_per_neighboring_rank,interior_elements,mpi_elements,mpi_faces,mpi_dr_faces,dynamic_rupture_faces,free_surface_faces,transparent_faces
0,27196,19,588,23982,3214,4064,0,0,0,0
1,27295,12,596,24531,2764,3552,0,0,0,0
2,27327,17,596,24264,3063,3900,0,0,0,0
3,27387,17,565,24447,2940,3734,0,0,0,0
4,27329,11,748,24771,2558,3262,0,0,0,600
5,27293,10,748,24470,2823,3591,0,0,0,147
6,27414,13,585,24596,2818,3768,0,0,0,0
7,27132,9,674,24542,2590,3095,0,0,0,693
8,27334,14,674,24858,2476,3137,0,0,0,547
9,27390,8,599,25461,1929,2474,0,0,0,930
10,27318,15,599,24405,2913,3692,0,0,0,282
11,27359,8,636,25246,2113,2665,0,0,0,891
12,27283,11,681,24822,2461,3116,0,0,0,530
13,27354,14,563,24342,3012,3866,0,0,0,204
14,27289,10,733,24987,2302,2939,0,0,0,913
15,27329,14,733,24308,3021,3918,0,0,0,0
16,27404,17,502,24471,2933,3802,0,0,0,0
17,27319,14,480,24447,2872,3716,0,0,0,0
18,27318,17,649,24375,2943,3712,0,0,0,0
19,27200,14,649,24184,3016,3798,0,0,0,0
20,27269,9,639,24940,2329,2879,0,0,0,1167
21,27337,9,657,24689,2648,3289,0,0,0,459
22,27353,13,770,24357,2996,3918,0,0,0,0
23,27203,17,734,24133,3070,4032,0,0,0,0
24,27431,13,604,25022,2409,3055,0,0,0,695
25,27319,15,553,24318,3001,3848,0,0,0,0
26,27253,15,770,24308,2945,3760,0,0,0,0
27,27143,14,525,24323,2820,3368,0,0,0,144
28,27365,7,402,25608,1757,1919,0,0,1493,332
29,27371,9,487,25503,1868,2090,0,0,1498,0
30,27423,9,376,25575,1848,2088,0,0,1470,0
31,27354,12,609,24808,2546,3008,0,0,509,585
32,27234,7,609,25660,1574,1716,0,0,1468,534
33,27248,10,356,25377,1871,2028,0,0,1592,0
34,27472,15,620,24649,2823,3394,0,0,824,0
35,27201,8,620,25276,1925,2070,0,0,1692,0
36,27156,17,543,24025,3131,3811,0,0,193,0
37,27427,20,468,24490,2937,3764,0,0,0,0
38,27181,11,487,24700,2481,2755,0,0,1195,0
39,27406,8,543,25665,1741,1971,0,0,1609,0
40,27271,8,454,25427,1844,2049,0,0,1609,0
41,27287,9,614,25385,1902,2104,0,0,1586,0
42,27128,17,614,23931,3197,3739,0,0,415,0
43,27294,9,500,25027,2267,2482,0,0,1460,0
44,27384,8,437,25595,1789,2013,0,0,1539,0
45,27301,9,620,25443,1858,2052,0,0,1608,0
46,27168,18,577,23879,3289,3957,0,0,221,0
47,27429,8,678,25437,1992,2256,0,0,1331,237
48,27183,8,678,24991,2192,2534,0,0,618,722
49,27364,6,568,25547,1817,2064,0,0,1201,407
50,27357,7,624,25432,1925,2152,0,0,1762,0
51,27188,13,624,24427,2761,3200,0,0,838,0
52,27245,11,562,25157,2088,2373,0,0,1365,0
53,27423,12,620,24797,2626,3096,0,0,810,0
54,27338,18,513,24305,3033,3856,0,0,0,0
55,27285,13,764,24458,2827,3682,0,0,0,0
56,27296,17,685,24195,3101,3938,0,0,0,0
57,27235,14,626,24168,3067,3936,0,0,0,82
58,27414,11,786,24784,2630,3309,0,0,0,431
59,27358,12,786,24761,2597,3315,0,0,0,509
