partition,elements,neighboring_ranks,max_mpi_faces_per_neighboring_rank,interior_elements,mpi_elements,mpi_faces,mpi_dr_faces,dynamic_rupture_faces,free_surface_faces,transparent_faces,mpi_copy_elements,mpi_ghost_elements
0,48329,5,1045,45282,3047,3351,0,0,1518,647,3088,3049
1,48306,3,1045,46618,1688,1845,0,0,1646,1493,1702,1678
2,48330,6,1035,45005,3325,3683,0,0,1649,198,3371,3340
3,48306,4,1035,46644,1662,1844,0,0,1648,1764,1680,1648
4,48290,5,1329,45699,2591,2915,0,0,1836,537,2622,2679
5,48331,7,1329,45796,2535,2861,0,0,1144,1873,2566,2624
6,48326,4,1059,46499,1827,2012,0,0,1498,1772,1841,1835
7,48300,4,1059,45680,2620,2905,0,0,1719,738,2650,2667
