-10000.000000 0. -8000.000000
-10000.000000 0. -6000.000000
-10000.000000 0. -4000.000000
-10000.000000 0. -2000.000000
-8000.000000 0. -8000.000000
-8000.000000 0. -6000.000000
-8000.000000 0. -4000.000000
-8000.000000 0. -2000.000000
-6000.000000 0. -8000.000000
-6000.000000 0. -6000.000000
-6000.000000 0. -4000.000000
-6000.000000 0. -2000.000000
-4000.000000 0. -8000.000000
-4000.000000 0. -6000.000000
-4000.000000 0. -4000.000000
-4000.000000 0. -2000.000000
-2000.000000 0. -8000.000000
-2000.000000 0. -6000.000000
-2000.000000 0. -4000.000000
-2000.000000 0. -2000.000000
0.000000 0. -8000.000000
0.000000 0. -6000.000000
0.000000 0. -4000.000000
0.000000 0. -2000.000000
2000.000000 0. -8000.000000
2000.000000 0. -6000.000000
2000.000000 0. -4000.000000
2000.000000 0. -2000.000000
