partition,elements,neighboring_ranks,max_mpi_faces_per_neighboring_rank),interior_elements,mpi_elements,mpi_faces,mpi_dr_faces,dynamic_rupture_faces,free_surface_faces,transparent_faces
7060,20723,17,409,18218,2505,3172,0,0,0,0
7061,20769,16,444,18220,2549,3318,0,0,0,0
7062,20739,17,454,18221,2518,3226,0,0,0,0
7063,20741,16,620,18208,2533,3220,0,0,0,0
7064,20882,14,620,18442,2440,3256,0,0,0,0
7065,20727,19,520,18159,2568,3224,0,0,0,0
7066,20847,13,520,18823,2024,2602,0,0,0,478
7067,20739,13,642,18519,2220,2910,0,0,0,240
7068,20926,13,642,18724,2202,2924,0,0,0,314
7069,20689,13,537,18233,2456,3160,0,0,0,0
7070,20786,13,537,18510,2276,2930,0,0,0,0
7071,20824,18,648,18265,2559,3166,0,0,0,0
7072,20690,15,648,18345,2345,2968,0,0,0,0
7073,20743,17,407,18398,2345,3098,0,0,0,0
7074,20790,19,732,18130,2660,3428,0,0,0,0
7075,20690,13,732,18145,2545,3224,0,0,0,0
7076,20733,17,553,18263,2470,3092,0,0,0,0
7077,20681,14,553,18230,2451,3140,0,0,0,0
7078,20733,11,684,18640,2093,2674,0,0,0,370
7079,20766,11,684,18560,2206,2846,0,0,0,402
7080,20717,16,460,18299,2418,3049,0,0,0,243
7081,20760,15,518,18373,2387,3102,0,0,0,0
7082,20733,8,512,18872,1861,2355,0,0,0,567
7083,20716,12,591,18278,2438,3084,0,0,0,0
7084,20762,14,455,18241,2521,3278,0,0,0,0
7085,20695,12,434,18567,2128,2663,0,0,0,317
7086,20708,13,652,18248,2460,3076,0,0,0,0
7087,20754,15,558,18450,2304,2948,0,0,0,0
7088,20782,11,558,18689,2093,2649,0,0,0,585
7089,20791,16,610,18397,2394,3062,0,0,0,0
7090,20875,19,610,18190,2685,3506,0,0,0,0
7091,20779,13,576,18455,2324,2956,0,0,0,0
7092,20749,13,454,18377,2372,3050,0,0,0,0
7093,20778,15,454,18334,2444,3074,0,0,0,0
7094,20770,16,629,18062,2708,3420,0,0,0,0
7095,20832,15,629,18475,2357,3142,0,0,0,0
7096,20680,17,535,18150,2530,3206,0,0,0,0
7097,20661,16,416,18222,2439,3080,0,0,0,0
7098,20721,17,508,18112,2609,3328,0,0,0,0
7099,20917,14,460,18469,2448,3200,0,0,0,0
7100,20696,15,508,18348,2348,3058,0,0,0,0
7101,20812,14,447,18422,2390,3030,0,0,0,0
7102,20889,15,502,18399,2490,3202,0,0,0,0
7103,20672,16,455,18209,2463,3048,0,0,0,0
7104,20806,17,431,18485,2321,3046,0,0,0,0
7105,20566,15,600,18000,2566,3150,0,0,0,0
7106,20740,13,387,18342,2398,3066,0,0,0,0
7107,20608,15,502,18081,2527,3084,0,0,0,0
7108,20667,15,458,18126,2541,3166,0,0,0,0
7109,20778,16,458,18150,2628,3358,0,0,0,0
7110,20717,17,726,18156,2561,3212,0,0,0,0
7111,20756,18,726,18057,2699,3570,0,0,0,0
7112,20945,16,535,18371,2574,3380,0,0,0,0
7113,20767,15,535,18441,2326,3192,0,0,0,0
7114,20744,11,535,18418,2326,3024,0,0,0,0
7115,20817,16,351,18366,2451,3144,0,0,0,0
7116,20747,14,522,18185,2562,3274,0,0,0,0
7117,20716,12,555,18268,2448,3114,0,0,0,0
7118,20861,14,571,18376,2485,3264,0,0,0,0
7119,20765,15,471,18286,2479,3212,0,0,0,0
7120,20671,17,565,18154,2517,3110,0,0,0,0
7121,20685,20,519,17779,2906,3580,0,0,0,0
7122,20867,14,600,18489,2378,3098,0,0,0,0
7123,20612,17,463,18248,2364,2990,0,0,0,0
7124,20757,14,463,18372,2385,3044,0,0,0,0
7125,20731,15,389,18430,2301,2930,0,0,0,0
7126,20670,17,606,18232,2438,3014,0,0,0,0
7127,20707,14,606,18125,2582,3166,0,0,0,0
7128,20836,14,496,18386,2450,3056,0,0,0,0
7129,20683,17,409,18243,2440,3110,0,0,0,0
7130,20795,13,749,18378,2417,3049,0,0,0,141
7131,20681,11,749,18320,2361,2881,0,0,0,423
7132,20895,10,533,19131,1764,2314,0,0,0,702
7133,20639,13,517,18527,2112,2557,0,0,0,477
7134,20750,8,462,19244,1506,1933,0,0,0,1089
7135,20779,12,613,18299,2480,3179,0,0,0,55
7136,20774,10,613,18916,1858,2313,0,0,0,643
7137,20722,15,469,18277,2445,3002,0,0,0,0
7138,20740,13,592,18158,2582,3244,0,0,0,248
7139,20778,11,478,18705,2073,2642,0,0,0,452
7140,20734,7,529,19057,1677,2145,0,0,0,825
7141,20726,14,436,18454,2272,2852,0,0,0,0
7142,20792,15,521,18310,2482,3150,0,0,0,0
7143,20760,12,448,18657,2103,2715,0,0,0,457
7144,20740,11,651,18717,2023,2548,0,0,0,670
7145,20761,14,651,18320,2441,3105,0,0,0,211
7146,20873,16,651,18446,2427,3180,0,0,0,0
7147,20740,17,651,18060,2680,3400,0,0,0,0
7148,20736,18,719,18161,2575,3300,0,0,0,0
7149,20777,16,719,18339,2438,3084,0,0,0,0
7150,20620,13,466,18121,2499,3052,0,0,0,0
7151,20945,12,547,18906,2039,2719,0,0,0,571
7152,20806,14,512,18468,2338,2989,0,0,0,281
7153,20749,10,566,18634,2115,2663,0,0,0,261
7154,20749,12,566,18538,2211,2821,0,0,0,373
7155,20729,14,619,18361,2368,3072,0,0,0,518
7156,20771,9,619,18672,2099,2717,0,0,0,367
7157,20788,12,597,18600,2188,2773,0,0,0,361
7158,20713,10,597,18684,2029,2555,0,0,0,455
7159,20701,15,543,18109,2592,3242,0,0,0,0
7160,20787,17,605,18154,2633,3340,0,0,0,0
7161,20714,18,609,17995,2719,3542,0,0,0,0
7162,20780,13,578,18495,2285,2964,0,0,0,0
7163,20747,14,397,18264,2483,3238,0,0,0,0
7164,20795,14,526,18457,2338,3012,0,0,0,0
7165,20734,17,526,18387,2347,2988,0,0,0,0
7166,20728,20,494,18032,2696,3452,0,0,0,0
7167,20760,18,480,18168,2592,3352,0,0,0,0
7168,20675,16,460,18116,2559,3154,0,0,0,0
7169,20829,15,504,18380,2449,3166,0,0,0,0
7170,20745,17,476,18289,2456,3172,0,0,0,0
7171,20667,17,476,18222,2445,3094,0,0,0,0
7172,20689,13,504,18169,2520,3186,0,0,0,0
7173,20738,15,565,18387,2351,3088,0,0,0,0
7174,20767,15,602,18286,2481,3330,0,0,0,0
7175,20870,12,472,19010,1860,2395,0,0,0,569
7176,20780,14,602,18347,2433,3196,0,0,0,0
7177,20677,14,479,18439,2238,2827,0,0,0,245
7178,20769,19,485,18333,2436,3178,0,0,0,0
7179,20741,11,473,18762,1979,2467,0,0,0,581
7180,20798,13,464,18506,2292,2982,0,0,0,0
7181,20753,14,495,18336,2417,3074,0,0,0,0
7182,20739,10,473,18849,1890,2437,0,0,0,515
7183,20772,16,473,18353,2419,3072,0,0,0,0
7184,20818,13,533,18430,2388,3098,0,0,0,0
7185,20785,12,489,18824,1961,2574,0,0,0,378
7186,20855,11,489,18904,1951,2582,0,0,0,442
7187,20812,12,529,18487,2325,3019,0,0,0,549
7188,20617,15,472,18125,2492,3223,0,0,0,143
7189,20710,11,593,18715,1995,2500,0,0,0,412
7190,20749,7,593,19120,1629,2151,0,0,0,871
7191,20780,11,446,18671,2109,2697,0,0,0,253
7192,20766,11,489,18730,2036,2684,0,0,0,500
7193,20761,11,605,18492,2269,2884,0,0,0,228
7194,20784,11,605,18648,2136,2720,0,0,0,398
7195,20796,16,679,18400,2396,3062,0,0,0,0
7196,20804,17,679,18139,2665,3396,0,0,0,0
7197,20734,16,456,18243,2491,3146,0,0,0,0
7198,20615,15,591,18092,2523,3082,0,0,0,0
7199,20737,14,601,18404,2333,3036,0,0,0,0
7200,20758,12,593,18535,2223,2679,0,0,0,459
7201,20677,12,593,18507,2170,2666,0,0,0,376
7202,20868,18,567,18464,2404,3140,0,0,0,0
7203,20698,19,567,18126,2572,3282,0,0,0,0
7204,20764,11,367,19061,1703,1894,0,0,1206,0
7205,20752,7,546,19184,1568,1771,0,0,1213,0
7206,20629,6,309,19389,1240,1405,0,0,1112,485
7207,20770,7,595,19168,1602,1802,0,0,1094,0
7208,20612,10,595,18396,2216,2431,0,0,1105,0
7209,20698,10,365,19166,1532,1726,0,0,1304,0
7210,20676,9,352,18996,1680,1854,0,0,1314,0
7211,20789,9,380,19403,1386,1552,0,0,1250,240
7212,20754,8,480,19242,1512,1693,0,0,1315,0
7213,20774,6,517,19361,1413,1598,0,0,833,831
7214,20627,10,517,19004,1623,1774,0,0,1284,0
7215,20564,14,624,18370,2194,2619,0,0,0,513
7216,20690,16,788,18117,2573,3352,0,0,0,0
7217,20626,17,788,18143,2483,3122,0,0,0,0
7218,20681,7,479,19130,1551,1690,0,0,1518,0
7219,20899,17,585,18319,2580,3152,0,0,308,0
7220,20594,17,569,18115,2479,3090,0,0,0,0
7221,20783,10,430,19163,1620,1797,0,0,1405,0
7222,20762,17,400,18396,2366,2948,0,0,0,0
7223,20838,12,430,18739,2099,2493,0,0,927,0
7224,20767,9,398,19105,1662,1831,0,0,1395,0
7225,20698,16,359,18247,2451,3056,0,0,0,0
7226,20766,6,352,19268,1498,1660,0,0,1432,0
7227,20859,21,362,18327,2532,3244,0,0,0,0
7228,20725,8,323,19026,1699,1858,0,0,972,0
7229,20819,9,447,19225,1594,1801,0,0,1391,0
7230,20631,9,447,18956,1675,1848,0,0,1262,0
7231,20691,7,398,19034,1657,1801,0,0,1271,0
7232,20669,10,437,18725,1944,2183,0,0,1017,0
7233,20740,14,515,18535,2205,2588,0,0,826,0
7234,20699,6,523,19128,1571,1711,0,0,1177,0
7235,20846,11,523,19067,1779,2035,0,0,973,0
7236,20725,11,458,18777,1948,2474,0,0,0,506
7237,20867,14,562,18420,2447,3152,0,0,0,0
7238,20745,10,590,18797,1948,2461,0,0,0,415
7239,20659,13,590,18205,2454,3022,0,0,0,164
7240,20703,14,635,18328,2375,3032,0,0,0,0
7241,20783,15,635,18703,2080,2596,0,0,0,548
7242,20699,21,430,18176,2523,3180,0,0,0,0
7243,20748,10,548,18809,1939,2568,0,0,0,348
7244,20901,14,515,18571,2330,2972,0,0,0,190
7245,20741,14,432,18287,2454,3060,0,0,0,0
7246,20847,16,432,18338,2509,3238,0,0,0,0
7247,20747,12,730,18456,2291,2915,0,0,0,153
7248,20775,14,730,18572,2203,2732,0,0,0,454
7249,20864,12,691,18930,1934,2443,0,0,0,849
7250,20604,11,691,18372,2232,2726,0,0,0,296
7251,20737,11,571,18501,2236,2799,0,0,0,301
7252,20789,10,564,18546,2243,2714,0,0,0,172
7253,20702,14,564,18263,2439,3118,0,0,0,0
7254,20823,18,472,18466,2357,3084,0,0,0,0
7255,20767,16,481,18374,2393,3084,0,0,0,0
7256,20747,17,565,18248,2499,3272,0,0,0,0
7257,20745,17,565,18407,2338,3016,0,0,0,0
7258,20742,21,663,17920,2822,3614,0,0,0,0
7259,20749,18,663,18404,2345,3014,0,0,0,0
7260,20764,15,442,18288,2476,3164,0,0,0,0
7261,20679,13,573,18198,2481,3104,0,0,0,0
7262,20724,16,573,17943,2781,3602,0,0,0,0
7263,20610,15,535,18072,2538,3136,0,0,0,0
7264,20652,14,535,18128,2524,3232,0,0,0,0
7265,20894,18,402,18405,2489,3202,0,0,0,0
7266,20881,15,531,18415,2466,3216,0,0,0,0
7267,20654,14,440,18314,2340,2900,0,0,0,0
7268,20730,14,532,18441,2289,2954,0,0,0,0
7269,20740,17,575,18090,2650,3348,0,0,0,0
7270,20673,16,621,18158,2515,3242,0,0,0,0
7271,20785,15,621,18257,2528,3396,0,0,0,0
7272,20776,11,702,18626,2150,2745,0,0,0,393
7273,20713,12,702,18462,2251,2873,0,0,0,451
7274,20755,12,598,18586,2169,2732,0,0,0,424
7275,20702,11,598,18782,1920,2417,0,0,0,605
7276,20728,16,442,18240,2488,3258,0,0,0,0
7277,20761,16,477,18176,2585,3366,0,0,0,0
7278,20728,13,453,18204,2524,3246,0,0,0,0
7279,20794,15,420,18367,2427,3138,0,0,0,0
7280,20761,15,538,18306,2455,3126,0,0,0,0
7281,20777,13,594,18751,2026,2641,0,0,0,441
7282,20713,11,594,18477,2236,2840,0,0,0,242
7283,20750,17,576,18259,2491,3240,0,0,0,0
7284,20746,16,576,18190,2556,3310,0,0,0,0
7285,20710,9,663,18795,1915,2486,0,0,0,414
7286,20749,12,663,18335,2414,3095,0,0,0,165
7287,20754,9,541,18983,1771,2227,0,0,0,1051
7288,20724,15,594,18137,2587,3310,0,0,0,0
7289,20786,11,594,19046,1740,2161,0,0,0,815
7290,20737,8,750,19020,1717,2141,0,0,0,863
7291,20805,7,750,19057,1748,2156,0,0,0,814
7292,20722,10,599,18633,2089,2566,0,0,0,490
7293,20743,17,426,18162,2581,3264,0,0,0,22
7294,20744,14,549,18268,2476,3228,0,0,0,0
7295,20746,17,492,18171,2575,3302,0,0,0,0
7296,20775,14,474,18631,2144,2633,0,0,0,725
7297,20789,12,506,18425,2364,3054,0,0,0,0
7298,20635,7,457,18907,1728,2101,0,0,0,887
7299,20765,15,558,18323,2442,3204,0,0,0,0
7300,20792,17,558,18239,2553,3228,0,0,0,0
7301,20760,13,446,18569,2191,2813,0,0,0,319
7302,20715,11,446,18773,1942,2516,0,0,0,402
7303,20699,15,449,18308,2391,3076,0,0,0,0
7304,20782,10,553,18598,2184,2813,0,0,0,283
7305,20758,8,416,18861,1897,2409,0,0,0,661
7306,20727,12,451,18604,2123,2695,0,0,0,317
7307,20673,8,451,18943,1730,2020,0,0,0,910
7308,20660,9,408,19018,1642,1879,0,0,602,725
7309,20751,6,408,19213,1538,1691,0,0,1327,110
7310,20685,15,488,18320,2365,2780,0,0,692,0
7311,20740,11,488,18999,1741,2012,0,0,1128,0
7312,20846,9,537,19284,1562,1740,0,0,1026,0
7313,20626,16,537,17938,2688,3152,0,0,584,0
7314,20641,19,459,17979,2662,3136,0,0,0,0
7315,20672,7,500,19099,1573,1771,0,0,1139,0
7316,20794,10,500,18982,1812,2036,0,0,1046,0
7317,20634,9,486,18992,1642,1865,0,0,771,562
7318,20766,4,486,19766,1000,1136,0,0,800,1016
7319,20750,8,474,19100,1650,1842,0,0,1240,0
7320,20692,9,474,18995,1697,1938,0,0,681,605
7321,20687,13,417,18563,2124,2440,0,0,904,0
7322,20708,14,346,18534,2174,2615,0,0,0,375
7323,20791,7,321,19545,1246,1396,0,0,1252,306
7324,20685,6,437,19432,1253,1359,0,0,1158,421
7325,20750,9,437,19111,1639,1825,0,0,1067,0
7326,20635,16,544,18293,2342,2750,0,0,0,358
7327,20808,5,422,19500,1308,1447,0,0,1062,609
7328,20751,9,422,19187,1564,1705,0,0,1027,0
7329,20794,9,326,19299,1495,1675,0,0,1171,306
7330,20707,4,551,19429,1278,1374,0,0,1226,478
7331,20785,7,523,19037,1748,1955,0,0,1279,184
7332,20719,15,551,18087,2632,3075,0,0,277,250
7333,20769,14,714,18304,2465,3130,0,0,0,0
7334,20699,11,714,18705,1994,2497,0,0,0,755
7335,20719,7,438,19148,1571,1767,0,0,1069,0
7336,20670,17,438,18051,2619,3021,0,0,447,0
7337,20753,18,708,18257,2496,3234,0,0,0,0
7338,20800,17,708,18347,2453,3138,0,0,0,0
7339,20676,9,393,19009,1667,1826,0,0,1028,0
7340,20770,10,393,19049,1721,1938,0,0,1190,0
7341,20727,9,398,19090,1637,1840,0,0,976,0
7342,20801,10,499,18948,1853,2054,0,0,840,0
7343,20690,9,499,19031,1659,1825,0,0,1121,0
7344,20738,15,540,18271,2467,3164,0,0,0,0
7345,20645,15,467,18177,2468,3226,0,0,0,0
7346,20737,15,433,18230,2507,3200,0,0,0,0
7347,20737,18,463,18347,2390,3118,0,0,0,0
7348,20768,19,594,18260,2508,3274,0,0,0,0
7349,20649,15,613,18172,2477,3120,0,0,0,0
7350,20685,15,613,18188,2497,3266,0,0,0,0
7351,20725,18,621,18214,2511,3256,0,0,0,0
7352,20782,16,621,18311,2471,3158,0,0,0,0
7353,20686,15,602,18225,2461,3230,0,0,0,0
7354,20839,15,504,18425,2414,3150,0,0,0,0
7355,20750,15,455,18392,2358,3064,0,0,0,0
7356,20701,16,571,18278,2423,3120,0,0,0,0
7357,20764,15,678,18069,2695,3472,0,0,0,0
7358,20882,18,678,18432,2450,3172,0,0,0,0
7359,20765,15,602,18282,2483,3210,0,0,0,0
7360,20675,21,629,17829,2846,3656,0,0,0,0
7361,20835,16,574,18601,2234,2908,0,0,0,0
7362,20724,10,467,19044,1680,1917,0,0,1251,0
7363,20618,12,460,18486,2132,2378,0,0,1374,0
7364,20663,11,413,18749,1914,2111,0,0,1109,0
7365,20808,16,583,18298,2510,3244,0,0,0,0
7366,20735,9,473,18818,1917,2168,0,0,1072,0
7367,20616,7,538,18958,1658,1854,0,0,1406,0
7368,20829,15,538,18340,2489,2971,0,0,413,0
7369,20624,17,656,18056,2568,3146,0,0,0,0
7370,20727,17,656,18072,2655,3372,0,0,0,0
7371,20600,8,408,18952,1648,1809,0,0,1327,0
7372,20752,10,408,19190,1562,1789,0,0,1239,0
7373,20559,9,473,18756,1803,2024,0,0,1152,0
7374,20708,7,454,19164,1544,1756,0,0,1302,0
7375,20781,15,430,18249,2532,3162,0,0,0,0
7376,20882,15,478,18395,2487,3260,0,0,0,0
7377,20601,21,583,17975,2626,3232,0,0,0,0
7378,20609,16,524,18122,2487,3094,0,0,0,0
7379,20618,18,524,18044,2574,3266,0,0,0,0
7380,20671,8,574,18914,1757,1932,0,0,1422,0
7381,20891,20,574,18322,2569,3150,0,0,276,0
7382,20659,8,382,19126,1533,1705,0,0,1291,0
7383,20620,14,347,18271,2349,2726,0,0,688,0
7384,20759,9,440,19188,1571,1797,0,0,1267,0
7385,20600,9,440,18671,1929,2113,0,0,1243,0
7386,20679,9,411,19020,1659,1877,0,0,1177,0
7387,20763,18,414,18347,2416,3120,0,0,0,0
7388,20756,20,414,18346,2410,3056,0,0,0,0
7389,20729,6,399,19376,1353,1498,0,0,1014,510
7390,20652,6,399,19300,1352,1487,0,0,991,506
7391,20754,11,309,19078,1676,1890,0,0,1222,0
7392,20655,15,536,18431,2224,2765,0,0,0,259
7393,20678,9,363,18967,1711,1894,0,0,1288,0
7394,20648,8,513,19250,1398,1546,0,0,1079,439
7395,20638,13,536,18285,2353,2900,0,0,0,208
7396,20611,9,632,18885,1726,1892,0,0,1232,0
7397,20892,15,632,18283,2609,3150,0,0,426,0
7398,20699,14,514,18187,2512,3140,0,0,0,0
7399,20758,18,514,18285,2473,3180,0,0,0,0
7400,20838,15,478,18452,2386,3064,0,0,0,0
7401,20766,14,463,18329,2437,3098,0,0,0,0
7402,20785,15,582,18310,2475,3180,0,0,0,0
7403,20826,9,582,18950,1876,2491,0,0,0,651
7404,20602,13,409,18346,2256,2837,0,0,0,225
7405,20730,9,562,18754,1976,2621,0,0,0,545
7406,20759,15,562,18440,2319,3020,0,0,0,0
7407,20696,17,431,18023,2673,3342,0,0,0,0
7408,20698,16,431,18322,2376,2980,0,0,0,0
7409,20767,16,512,18439,2328,3044,0,0,0,0
7410,20761,14,512,18343,2418,3182,0,0,0,0
7411,20816,12,411,18891,1925,2454,0,0,0,578
7412,20672,15,435,18246,2426,3060,0,0,0,0
7413,20732,15,417,18331,2401,3060,0,0,0,0
7414,20740,12,493,18526,2214,2892,0,0,0,0
7415,20671,14,506,18019,2652,3367,0,0,0,151
7416,20695,11,522,18498,2197,2756,0,0,0,370
7417,20761,12,522,18743,2018,2550,0,0,0,506
7418,20720,16,703,18076,2644,3297,0,0,0,53
7419,20806,11,703,18547,2259,2902,0,0,0,498
7420,20752,14,784,18236,2516,3278,0,0,0,0
7421,20730,13,519,18298,2432,3069,0,0,0,93
7422,20912,17,463,18534,2378,3268,0,0,0,0
7423,20736,12,476,18390,2346,2954,0,0,0,0
7424,20779,16,784,18152,2627,3380,0,0,0,0
7425,20782,12,671,18737,2045,2666,0,0,0,438
7426,20780,8,671,19042,1738,2311,0,0,0,797
7427,20792,13,504,18364,2428,3144,0,0,0,0
7428,20773,12,529,18849,1924,2513,0,0,0,495
7429,20725,9,463,19119,1606,2010,0,0,0,942
7430,20721,9,500,18717,2004,2489,0,0,0,573
7431,20743,14,500,18123,2620,3292,0,0,0,0
7432,20774,11,548,18489,2285,2979,0,0,0,229
7433,20716,12,544,18570,2146,2676,0,0,0,284
7434,20730,15,451,18375,2355,3052,0,0,0,0
7435,20709,15,451,18336,2373,3016,0,0,0,0
7436,20612,18,525,17974,2638,3354,0,0,0,0
7437,20712,17,580,18183,2529,3152,0,0,0,0
7438,20678,15,580,18327,2351,3084,0,0,0,0
7439,20853,12,567,18831,2022,2599,0,0,0,449
7440,20749,10,493,18676,2073,2638,0,0,0,532
7441,20740,10,533,18720,2020,2556,0,0,0,482
7442,20795,18,533,18255,2540,3258,0,0,0,0
7443,20768,11,589,18599,2169,2707,0,0,0,443
7444,20771,9,589,18671,2100,2611,0,0,0,345
7445,20791,14,405,18373,2418,3056,0,0,0,0
7446,20681,16,444,17887,2794,3496,0,0,0,0
7447,20787,11,504,18707,2080,2666,0,0,0,418
7448,20703,6,504,19130,1573,1950,0,0,0,784
7449,20827,8,365,19250,1577,1991,0,0,0,889
7450,20871,16,643,18425,2446,3162,0,0,0,0
7451,20699,10,643,18692,2007,2536,0,0,0,564
7452,20808,15,626,18440,2368,3106,0,0,0,0
7453,20753,17,407,18351,2402,3112,0,0,0,0
7454,20781,15,486,18347,2434,3074,0,0,0,0
7455,20804,20,486,18360,2444,3150,0,0,0,0
7456,20720,16,583,18273,2447,3162,0,0,0,0
7457,20794,16,583,18277,2517,3310,0,0,0,0
7458,20794,14,445,18381,2413,3076,0,0,0,0
7459,20522,16,504,17717,2805,3408,0,0,0,0
7460,20688,17,460,18313,2375,3076,0,0,0,0
7461,20740,11,587,18616,2124,2570,0,0,0,618
7462,20814,16,431,18341,2473,3092,0,0,0,0
7463,20725,10,628,18332,2393,3066,0,0,0,0
7464,20763,9,628,18649,2114,2652,0,0,0,470
7465,20745,14,579,18412,2333,3114,0,0,0,0
7466,20766,11,579,18658,2108,2661,0,0,0,487
7467,20725,11,700,18429,2296,2846,0,0,0,462
7468,20768,11,700,18643,2125,2740,0,0,0,310
7469,20722,10,671,18328,2394,2915,0,0,0,331
7470,20726,17,442,18288,2438,3120,0,0,0,0
7471,20854,18,634,18377,2477,3166,0,0,0,0
7472,20856,15,593,18479,2377,3018,0,0,0,0
7473,20692,16,593,18050,2642,3338,0,0,0,0
7474,20644,17,791,18016,2628,3298,0,0,0,0
7475,20761,15,791,18334,2427,3134,0,0,0,0
7476,20709,10,539,18681,2028,2513,0,0,0,475
7477,20802,11,597,18579,2223,2838,0,0,0,210
7478,20746,12,565,18492,2254,2790,0,0,0,314
7479,20900,16,611,18491,2409,3216,0,0,0,0
7480,20649,17,585,18025,2624,3366,0,0,0,0
7481,20691,18,526,18255,2436,3094,0,0,0,0
7482,20717,14,526,18401,2316,2998,0,0,0,0
7483,20727,12,445,18700,2027,2542,0,0,0,688
7484,20789,12,522,18768,2021,2518,0,0,0,560
7485,20702,14,626,18158,2544,3246,0,0,0,0
7486,20825,17,522,18275,2550,3266,0,0,0,0
7487,20774,15,443,18310,2464,3148,0,0,0,0
7488,20702,17,445,18104,2598,3290,0,0,0,0
7489,20783,13,457,18469,2314,3010,0,0,0,0
7490,20726,17,472,18123,2603,3300,0,0,0,0
7491,20897,22,385,18388,2509,3224,0,0,0,0
7492,20750,16,514,18234,2516,3160,0,0,0,0
7493,20809,21,377,18353,2456,3150,0,0,0,0
7494,20930,19,406,18517,2413,3154,0,0,0,0
7495,20612,17,569,17943,2669,3354,0,0,0,0
7496,20777,17,569,18382,2395,2952,0,0,0,0
7497,20828,17,468,18448,2380,3092,0,0,0,0
7498,20873,14,493,18461,2412,3100,0,0,0,0
7499,20658,18,677,18186,2472,3082,0,0,0,0
7500,20754,18,677,18115,2639,3384,0,0,0,0
7501,20745,18,552,18209,2536,3184,0,0,0,0
7502,20807,15,492,18276,2531,3210,0,0,0,0
7503,20895,15,459,18574,2321,3076,0,0,0,0
7504,20616,18,308,18187,2429,3052,0,0,0,0
7505,20726,15,412,18270,2456,3058,0,0,0,0
7506,20764,14,558,18314,2450,3096,0,0,0,0
7507,20713,18,517,18309,2404,3130,0,0,0,0
7508,20739,16,567,18340,2399,3104,0,0,0,0
7509,20740,16,518,18225,2515,3210,0,0,0,0
7510,20691,15,584,18238,2453,3078,0,0,0,0
7511,20682,15,584,18017,2665,3336,0,0,0,0
7512,20748,14,475,18233,2515,3136,0,0,0,0
7513,20833,17,622,18406,2427,3152,0,0,0,0
7514,20629,14,622,18094,2535,3174,0,0,0,0
7515,20740,15,617,18316,2424,3146,0,0,0,0
7516,20706,17,504,18009,2697,3354,0,0,0,0
7517,20808,14,617,18394,2414,3172,0,0,0,0
7518,20753,17,702,18102,2651,3468,0,0,0,0
7519,20651,14,504,18253,2398,3020,0,0,0,0
7520,20772,14,504,18257,2515,3152,0,0,0,0
7521,20812,18,466,18301,2511,3320,0,0,0,0
7522,20734,15,570,18287,2447,3074,0,0,0,0
7523,20725,16,570,18186,2539,3242,0,0,0,0
7524,20769,9,587,18948,1821,2008,0,0,1108,0
7525,20729,9,587,19042,1687,1837,0,0,1167,0
7526,20859,21,480,18369,2490,3242,0,0,0,0
7527,20713,11,545,18904,1809,2000,0,0,1158,0
7528,20726,8,486,19112,1614,1759,0,0,1143,0
7529,20746,15,486,18527,2219,2606,0,0,806,0
7530,20741,8,456,19121,1620,1831,0,0,1051,0
7531,20760,13,621,18805,1955,2206,0,0,1088,0
7532,20593,9,621,18765,1828,2083,0,0,1047,0
7533,20754,11,364,19011,1743,1970,0,0,1062,0
7534,20699,9,372,19029,1670,1793,0,0,1133,0
7535,20696,8,421,18941,1755,1898,0,0,1092,0
7536,20767,7,402,19256,1511,1694,0,0,1214,0
7537,20842,8,384,19230,1612,1809,0,0,1131,0
7538,20719,10,384,19108,1611,1773,0,0,1245,0
7539,20672,18,551,17912,2760,3401,0,0,281,0
7540,20609,21,374,18034,2575,3140,0,0,0,0
7541,20739,17,551,18301,2438,3064,0,0,0,0
7542,20790,11,438,18974,1816,2069,0,0,909,0
7543,20772,10,538,19028,1744,1936,0,0,1182,0
7544,20682,11,523,18801,1881,2097,0,0,1095,0
7545,20798,14,505,18652,2146,2466,0,0,822,0
7546,20647,11,419,18945,1702,1874,0,0,1292,0
7547,20773,11,523,19094,1679,1871,0,0,1035,0
7548,20664,9,429,18892,1772,1973,0,0,1093,0
7549,20659,8,464,19040,1619,1772,0,0,1138,0
7550,20667,7,464,18912,1755,1912,0,0,1084,0
7551,20603,9,630,18756,1847,2027,0,0,1111,0
7552,20694,10,630,18455,2239,2628,0,0,716,0
7553,20844,16,516,18452,2392,2816,0,0,648,0
7554,20736,8,497,19109,1627,1784,0,0,1316,0
7555,20612,10,516,18840,1772,1938,0,0,1144,0
7556,20666,8,411,19077,1589,1785,0,0,1095,0
7557,20698,9,350,19097,1601,1777,0,0,1223,0
7558,20601,19,472,17874,2727,3258,0,0,36,0
7559,20785,8,411,19191,1594,1784,0,0,1278,0
7560,20755,13,461,18618,2137,2639,0,0,0,477
7561,20714,14,467,18229,2485,3188,0,0,0,0
7562,20813,15,501,18371,2442,3140,0,0,0,0
7563,20783,10,501,18642,2141,2719,0,0,0,545
7564,20731,15,612,18246,2485,3192,0,0,0,0
7565,20710,21,612,18216,2494,3162,0,0,0,0
7566,20841,18,385,18511,2330,3006,0,0,0,0
7567,20782,12,583,18369,2413,3110,0,0,0,0
7568,20637,21,583,17867,2770,3472,0,0,0,0
7569,20826,21,466,18289,2537,3208,0,0,0,0
7570,20731,14,568,18230,2501,3212,0,0,0,0
7571,20865,17,451,18530,2335,2968,0,0,0,0
