partition,elements,neighboring_ranks,max_mpi_faces_per_neighboring_rank),interior_elements,mpi_elements,mpi_faces,mpi_dr_faces,dynamic_rupture_faces,free_surface_faces,transparent_faces
0,20767,16,633,18208,2559,3360,0,0,0,0
1,20724,13,633,18321,2403,3090,0,0,0,0
2,20686,18,463,18169,2517,3252,0,0,0,0
3,20728,15,593,18013,2715,3508,0,0,0,0
4,20746,15,510,18356,2390,3138,0,0,0,0
5,20761,16,482,18315,2446,3196,0,0,0,0
6,20730,18,638,18085,2645,3304,0,0,0,0
7,20809,16,638,18420,2389,3230,0,0,0,0
8,20688,15,609,17972,2716,3404,0,0,0,0
9,20750,15,516,18246,2504,3214,0,0,0,0
10,20763,19,524,18038,2725,3522,0,0,0,0
11,20813,17,682,18159,2654,3416,0,0,0,0
12,20728,15,682,18242,2486,3218,0,0,0,0
13,20645,16,506,17877,2768,3482,0,0,0,0
14,20712,15,467,18276,2436,3080,0,0,0,0
15,20812,20,431,18435,2377,3030,0,0,0,0
16,20645,17,528,18061,2584,3312,0,0,0,0
17,20644,12,528,18240,2404,3050,0,0,0,0
18,20663,15,471,18091,2572,3236,0,0,0,0
19,20771,12,583,18389,2382,3042,0,0,0,0
20,20754,14,515,18357,2397,3016,0,0,0,0
21,20583,17,515,18006,2577,3292,0,0,0,0
22,20725,19,437,18318,2407,2996,0,0,0,0
23,20688,15,441,18343,2345,3014,0,0,0,0
24,20706,19,434,18195,2511,3100,0,0,0,0
25,20738,11,527,18442,2296,2926,0,0,0,0
26,20733,16,527,18262,2471,3126,0,0,0,0
27,20866,12,483,18417,2449,3128,0,0,0,0
28,20768,15,463,18410,2358,2992,0,0,0,0
29,20803,14,446,18406,2397,3064,0,0,0,0
30,20628,16,483,18120,2508,3130,0,0,0,0
31,20712,18,492,18022,2690,3396,0,0,0,0
32,20783,18,468,18454,2329,3088,0,0,0,0
33,20766,13,395,18426,2340,3062,0,0,0,0
34,20728,17,484,18347,2381,3044,0,0,0,0
35,20763,19,484,18137,2626,3376,0,0,0,0
36,20712,7,611,19129,1583,1707,0,0,1355,0
37,20801,15,611,18446,2355,2758,0,0,738,0
38,20628,10,446,18698,1930,2107,0,0,1019,0
39,20731,9,312,19097,1634,1843,0,0,1253,0
40,20714,10,361,19093,1621,1774,0,0,1188,0
41,20616,9,370,18895,1721,1916,0,0,994,0
42,20636,8,312,19020,1616,1739,0,0,1151,0
43,20852,19,497,18417,2435,3082,0,0,0,0
44,20719,15,497,18184,2535,3117,0,0,621,0
45,20653,9,350,19054,1599,1802,0,0,1220,0
46,20733,8,356,19019,1714,1935,0,0,1161,0
47,20637,8,429,19002,1635,1794,0,0,1174,0
48,20658,13,429,18482,2176,2491,0,0,767,0
49,20587,20,353,18083,2504,3096,0,0,0,0
50,20717,8,347,19061,1656,1848,0,0,1000,0
51,20653,9,365,18811,1842,2015,0,0,1141,0
52,20688,6,539,19112,1576,1676,0,0,1166,0
53,20785,16,539,18113,2672,3180,0,0,242,0
54,20753,9,348,18954,1799,1991,0,0,1227,0
55,20671,8,470,19092,1579,1731,0,0,1197,0
56,20631,12,449,18515,2116,2416,0,0,760,0
57,20774,10,449,19073,1701,1960,0,0,1372,0
58,20793,16,512,18205,2588,3330,0,0,0,0
59,20729,15,512,18368,2361,3086,0,0,0,0
60,20675,17,489,18153,2522,3084,0,0,0,0
61,20785,13,553,18386,2399,3062,0,0,0,0
62,20754,20,553,18179,2575,3280,0,0,0,0
63,20694,13,510,18604,2090,2415,0,0,753,0
64,20777,19,371,18395,2382,2986,0,0,0,0
65,20650,8,510,18923,1727,1844,0,0,1100,0
66,20714,9,454,19054,1660,1855,0,0,1313,0
67,20795,8,511,19203,1592,1777,0,0,1203,0
68,20713,9,511,18920,1793,2020,0,0,1174,0
69,20615,19,433,18045,2570,3260,0,0,0,0
70,20763,12,563,18824,1939,2167,0,0,1063,0
71,20657,12,563,18453,2204,2522,0,0,896,0
72,20697,10,380,19006,1691,1879,0,0,1325,0
73,20655,9,508,18899,1756,2000,0,0,950,0
74,20653,8,362,19066,1587,1748,0,0,1178,0
75,20738,14,508,18261,2477,3028,0,0,424,0
76,20694,14,481,18521,2173,2599,0,0,789,0
77,20598,9,481,19051,1547,1750,0,0,1240,0
78,20787,8,547,19086,1701,1921,0,0,1347,0
79,20663,19,419,18142,2521,3126,0,0,0,0
80,20515,14,547,18088,2427,2832,0,0,592,0
81,20610,12,391,18647,1963,2230,0,0,932,0
82,20863,22,394,18400,2463,3098,0,0,0,0
83,20651,7,459,18984,1667,1852,0,0,1168,0
84,20721,13,459,18501,2220,2662,0,0,766,0
85,20724,9,351,19150,1574,1753,0,0,1237,0
86,20736,9,351,19168,1568,1758,0,0,1156,0
87,20715,8,302,19104,1611,1764,0,0,1292,0
88,20818,19,419,18054,2764,3377,0,0,107,0
89,20694,10,359,19027,1667,1832,0,0,1258,0
90,20754,16,610,18139,2615,3284,0,0,0,0
91,20766,17,461,18301,2465,3130,0,0,0,0
92,20666,17,486,18161,2505,3158,0,0,0,0
93,20586,12,415,18248,2338,2700,0,0,876,0
94,20702,9,411,19077,1625,1766,0,0,1424,0
95,20822,12,417,18907,1915,2178,0,0,1168,0
96,20716,7,332,19057,1659,1811,0,0,1289,0
97,20798,7,332,19247,1551,1726,0,0,1396,0
98,20714,9,362,19046,1668,1856,0,0,1302,0
99,20658,13,490,18524,2134,2489,0,0,657,0
100,20844,21,478,18215,2629,3366,0,0,0,0
101,20782,10,589,19069,1713,1889,0,0,1047,0
102,20621,9,589,18650,1971,2170,0,0,1164,0
103,20801,12,490,18933,1868,2108,0,0,1060,0
104,20753,10,451,19064,1689,1867,0,0,1005,0
105,20710,9,552,19091,1619,1742,0,0,1106,0
106,20932,16,552,18112,2820,3433,0,0,383,0
107,20656,19,610,18235,2421,3082,0,0,0,0
108,20723,17,508,18219,2504,3214,0,0,0,0
109,20820,16,508,18411,2409,3092,0,0,0,0
110,20619,16,645,18173,2446,3122,0,0,0,0
111,20696,18,970,17939,2757,3526,0,0,0,0
112,20684,6,478,19160,1524,1691,0,0,1317,0
113,20685,8,478,19008,1677,1837,0,0,1225,0
114,20758,9,375,19056,1702,1933,0,0,1127,0
115,20904,22,970,17943,2961,3676,0,0,0,0
116,20689,7,373,19055,1634,1787,0,0,1163,0
117,20690,11,588,18889,1801,1957,0,0,1393,0
118,20833,12,588,18829,2004,2323,0,0,897,0
119,20649,7,480,19000,1649,1787,0,0,1127,0
120,20734,11,436,19050,1684,1868,0,0,1048,0
121,20677,10,428,19001,1676,1850,0,0,1082,0
122,20833,13,428,18732,2101,2448,0,0,848,0
123,20791,8,435,19297,1494,1677,0,0,1307,0
124,20749,9,406,19030,1719,1917,0,0,1111,0
125,20710,12,435,18700,2010,2229,0,0,961,0
126,20612,19,483,17647,2965,3610,0,0,22,0
127,20858,19,632,18455,2403,3112,0,0,0,0
128,20822,7,347,19256,1566,1772,0,0,1420,0
129,20674,8,415,19008,1666,1801,0,0,1371,0
130,20843,14,488,18613,2230,2625,0,0,767,0
131,20722,8,488,19129,1593,1723,0,0,1139,0
132,20769,10,380,19095,1674,1865,0,0,1309,0
133,20652,11,376,18791,1861,2091,0,0,1151,0
134,20799,7,411,19250,1549,1718,0,0,1100,0
135,20611,19,358,18246,2365,2938,0,0,0,0
136,20820,18,632,18304,2516,3246,0,0,0,0
137,20735,15,475,18255,2480,3180,0,0,0,0
138,20737,16,505,18308,2429,3136,0,0,0,0
139,20797,15,611,18416,2381,3066,0,0,0,0
140,20752,18,611,18149,2603,3334,0,0,0,0
141,20716,21,491,18227,2489,3046,0,0,0,0
142,20710,16,698,17938,2772,3522,0,0,0,0
143,20633,15,698,18038,2595,3236,0,0,0,0
144,20780,17,599,18465,2315,3086,0,0,0,0
145,20928,14,638,18433,2495,3250,0,0,0,0
146,20746,17,477,18344,2402,3124,0,0,0,0
147,20532,19,553,17693,2839,3558,0,0,0,0
148,20670,16,620,18020,2650,3360,0,0,0,0
149,20687,14,620,18223,2464,3148,0,0,0,0
150,20680,12,478,18177,2503,3122,0,0,0,0
151,20649,14,654,18223,2426,3150,0,0,0,0
152,20661,13,654,18151,2510,3138,0,0,0,0
153,20870,15,690,18269,2601,3352,0,0,0,0
154,20714,15,419,18308,2406,2994,0,0,0,0
155,20735,16,563,18209,2526,3168,0,0,0,0
156,20709,17,690,18147,2562,3288,0,0,0,0
157,20853,18,516,18377,2476,3282,0,0,0,0
158,20722,19,516,18095,2627,3386,0,0,0,0
159,20691,14,439,18100,2591,3270,0,0,0,0
160,20944,17,691,18314,2630,3444,0,0,0,0
161,20788,13,691,18456,2332,3160,0,0,0,0
162,20865,17,634,18269,2596,3328,0,0,0,0
163,20736,16,634,18247,2489,3174,0,0,0,0
164,20819,16,457,18406,2413,3062,0,0,0,0
165,20782,16,481,18340,2442,3212,0,0,0,0
166,20559,16,434,17993,2566,3176,0,0,0,0
167,20809,18,450,18471,2338,3066,0,0,0,0
168,20780,15,416,18429,2351,3024,0,0,0,0
169,20720,17,469,18295,2425,3148,0,0,0,0
170,20724,14,469,18370,2354,3008,0,0,0,0
171,20683,17,767,18105,2578,3404,0,0,0,0
172,20753,19,422,18353,2400,3088,0,0,0,0
173,20684,16,592,18169,2515,3190,0,0,0,0
174,20802,13,767,18341,2461,3130,0,0,0,0
175,20756,17,496,18222,2534,3238,0,0,0,0
176,20633,13,559,18120,2513,3182,0,0,0,0
177,20738,15,581,18353,2385,3074,0,0,0,0
178,20778,17,582,18331,2447,3136,0,0,0,0
179,20599,16,582,17895,2704,3286,0,0,0,0
180,20753,16,622,18142,2611,3346,0,0,0,0
181,20755,14,622,18097,2658,3432,0,0,0,0
182,20822,14,592,18404,2418,3078,0,0,0,164
183,20656,11,395,18660,1996,2425,0,0,0,527
184,20844,13,578,18457,2387,3142,0,0,0,0
185,20742,18,578,18196,2546,3234,0,0,0,0
186,20782,16,412,18231,2551,3180,0,0,0,0
187,20839,17,575,18347,2492,3224,0,0,0,0
188,20764,14,575,18257,2507,3190,0,0,0,0
189,20813,16,459,18439,2374,3026,0,0,0,0
190,20743,14,523,18248,2495,3152,0,0,0,0
191,20793,14,439,18466,2327,3192,0,0,0,0
192,20893,14,436,18604,2289,3078,0,0,0,0
193,20662,14,509,18170,2492,3180,0,0,0,0
194,20758,15,431,18374,2384,3012,0,0,0,0
195,20704,12,498,18543,2161,2643,0,0,0,613
196,20708,12,522,18352,2356,2962,0,0,0,0
197,20900,10,522,19098,1802,2411,0,0,0,641
198,20814,14,494,18436,2378,3086,0,0,0,0
199,20732,16,470,18191,2541,3246,0,0,0,0
200,20810,18,462,18231,2579,3346,0,0,0,0
201,20748,16,470,18233,2515,3212,0,0,0,0
202,20782,17,498,18400,2382,3026,0,0,0,0
203,20678,14,714,18121,2557,3252,0,0,0,0
204,20768,15,714,18267,2501,3128,0,0,0,0
205,20732,16,539,18221,2511,3260,0,0,0,0
206,20833,14,539,18476,2357,3084,0,0,0,0
207,20835,12,405,18929,1906,2401,0,0,0,513
208,20600,12,387,18597,2003,2407,0,0,0,461
209,20741,15,558,18269,2472,3160,0,0,0,0
210,20762,13,556,18149,2613,3310,0,0,0,0
211,20739,15,577,18094,2645,3382,0,0,0,0
212,20854,20,577,18313,2541,3314,0,0,0,0
213,20807,14,550,18263,2544,3295,0,0,0,127
214,20868,13,475,18819,2049,2659,0,0,0,375
215,20730,14,558,18323,2407,3066,0,0,0,0
216,20737,15,547,18330,2407,3108,0,0,0,0
217,20791,17,529,18253,2538,3294,0,0,0,0
218,20747,16,463,18396,2351,3086,0,0,0,0
219,20712,14,463,18149,2563,3260,0,0,0,0
220,20685,18,472,18102,2583,3188,0,0,0,0
221,20825,16,523,18204,2621,3332,0,0,0,0
222,20735,16,480,18232,2503,3158,0,0,0,0
223,20808,15,480,18233,2575,3286,0,0,0,0
224,20764,14,530,18369,2395,3114,0,0,0,0
225,20751,17,595,18181,2570,3248,0,0,0,0
226,20728,16,595,18144,2584,3282,0,0,0,0
227,20755,14,571,18391,2364,3066,0,0,0,0
228,20736,17,571,18233,2503,3210,0,0,0,0
229,20723,16,525,18257,2466,3244,0,0,0,0
230,20651,14,523,18161,2490,3092,0,0,0,0
231,20848,19,456,18329,2519,3234,0,0,0,0
232,20652,15,718,18020,2632,3220,0,0,0,0
233,20835,16,718,18307,2528,3316,0,0,0,0
234,20725,15,699,18247,2478,3204,0,0,0,0
235,20691,15,367,18335,2356,3028,0,0,0,0
236,20599,16,627,18075,2524,3150,0,0,0,0
237,20830,17,627,18341,2489,3306,0,0,0,0
238,20646,15,575,17960,2686,3266,0,0,0,0
239,20753,13,578,18256,2497,3212,0,0,0,0
240,20837,13,349,18524,2313,2982,0,0,0,0
241,20808,15,462,18357,2451,3160,0,0,0,0
242,20730,16,399,18309,2421,3064,0,0,0,0
243,20594,17,581,17846,2748,3482,0,0,0,0
244,20827,14,581,18598,2229,2924,0,0,0,0
245,20832,14,530,18344,2488,3124,0,0,0,0
246,20765,13,536,18359,2406,3126,0,0,0,0
247,20737,15,578,18206,2531,3214,0,0,0,0
248,20807,19,530,18324,2483,3152,0,0,0,0
249,20903,15,386,18623,2280,2918,0,0,0,0
250,20771,16,503,18350,2421,3066,0,0,0,0
251,20556,18,503,18007,2549,3144,0,0,0,0
252,20748,10,665,18421,2327,2873,0,0,0,431
253,20834,12,665,18790,2044,2616,0,0,0,406
254,20743,15,629,18241,2502,3248,0,0,0,0
255,20676,12,629,18290,2386,3080,0,0,0,0
256,20877,18,514,18151,2726,3492,0,0,0,0
257,20861,14,478,18436,2425,3160,0,0,0,0
258,20740,14,548,18541,2199,2728,0,0,0,372
259,20660,11,565,18385,2275,2827,0,0,0,235
260,20762,10,580,18784,1978,2498,0,0,0,590
261,20764,13,703,18671,2093,2622,0,0,0,542
262,20872,13,703,18394,2478,3183,0,0,0,89
263,20753,17,625,18066,2687,3438,0,0,0,0
264,20716,14,547,18333,2383,3184,0,0,0,0
265,20813,11,497,18776,2037,2579,0,0,0,485
266,20729,9,483,18680,2049,2548,0,0,0,448
267,20836,18,565,18171,2665,3420,0,0,0,0
268,20772,12,615,18302,2470,3156,0,0,0,0
269,20648,17,615,18137,2511,3222,0,0,0,0
270,20635,14,578,18184,2451,3080,0,0,0,0
271,20727,8,580,18778,1949,2520,0,0,0,596
272,20780,15,639,18328,2452,3160,0,0,0,0
273,20744,17,639,18171,2573,3300,0,0,0,0
274,20714,17,420,18343,2371,2990,0,0,0,0
275,20934,17,468,18595,2339,3110,0,0,0,0
276,20744,10,420,18935,1809,2353,0,0,0,569
277,20520,11,765,18050,2470,3102,0,0,0,140
278,20841,13,765,18789,2052,2680,0,0,0,418
279,20755,11,409,18736,2019,2617,0,0,0,307
280,20819,16,510,18355,2464,3136,0,0,0,0
281,20650,10,441,18678,1972,2470,0,0,0,590
282,20647,16,510,18009,2638,3240,0,0,0,50
283,20764,19,632,18071,2693,3382,0,0,0,0
284,20726,14,632,18361,2365,3000,0,0,0,0
285,20786,9,420,18864,1922,2449,0,0,0,535
286,20749,9,634,18730,2019,2502,0,0,0,420
287,20801,13,634,18585,2216,2856,0,0,0,588
288,20714,10,404,18698,2016,2352,0,0,830,0
289,20665,8,490,19071,1594,1765,0,0,1363,0
290,20761,13,412,18827,1934,2171,0,0,1147,0
291,20651,9,495,18868,1783,1963,0,0,1337,0
292,20799,11,730,18766,2033,2289,0,0,1055,0
293,20662,10,515,18848,1814,2016,0,0,988,0
294,20785,9,547,19134,1651,1830,0,0,1276,0
295,20745,13,547,18607,2138,2486,0,0,792,0
296,20682,10,730,18695,1987,2167,0,0,1299,0
297,20685,7,477,19102,1583,1723,0,0,1477,0
298,20758,17,477,18189,2569,3047,0,0,451,0
299,20768,13,414,18792,1976,2294,0,0,888,0
300,20745,10,414,19072,1673,1861,0,0,1255,0
301,20753,11,554,19059,1694,1909,0,0,1341,0
302,20618,11,554,18717,1901,2097,0,0,1087,0
303,20848,10,317,19177,1671,1886,0,0,1280,0
304,20678,7,387,19044,1634,1794,0,0,1360,0
305,20798,17,329,18306,2492,3082,0,0,0,0
306,20742,21,488,18395,2347,2868,0,0,0,0
307,20682,17,488,18118,2564,3194,0,0,0,0
308,20833,12,511,18547,2286,2972,0,0,0,0
309,20740,18,448,18320,2420,3164,0,0,0,0
310,20726,19,413,18132,2594,3144,0,0,0,0
311,20809,18,430,18331,2478,3222,0,0,0,0
312,20724,15,481,18379,2345,3014,0,0,0,0
313,20821,16,594,18215,2606,3392,0,0,0,0
314,20798,15,594,18247,2551,3242,0,0,0,0
315,20653,15,592,18147,2506,3108,0,0,0,0
316,20735,18,592,18315,2420,3138,0,0,0,0
317,20550,17,594,18062,2488,3134,0,0,0,0
318,20888,20,421,18413,2475,3208,0,0,0,0
319,20755,17,594,18218,2537,3216,0,0,0,0
320,20760,18,544,17840,2920,3806,0,0,0,0
321,20639,19,342,18083,2556,3124,0,0,0,0
322,20809,16,537,18337,2472,3216,0,0,0,0
323,20810,15,537,18288,2522,3260,0,0,0,0
324,20716,14,572,18092,2624,3230,0,0,0,0
325,20760,14,545,18313,2447,3100,0,0,0,0
326,20793,16,572,18414,2379,3056,0,0,0,0
327,20669,14,507,18193,2476,3116,0,0,0,0
328,20766,15,578,18096,2670,3462,0,0,0,0
329,20727,18,517,18084,2643,3466,0,0,0,0
330,20646,15,589,18021,2625,3358,0,0,0,0
331,20745,18,721,18069,2676,3504,0,0,0,0
332,20731,15,721,18329,2402,3030,0,0,0,0
333,20752,12,578,18209,2543,3266,0,0,0,0
334,20724,14,453,18235,2489,3134,0,0,0,0
335,20765,15,517,18288,2477,3164,0,0,0,0
336,20752,15,517,18279,2473,3166,0,0,0,0
337,20737,17,586,18168,2569,3260,0,0,0,0
338,20806,16,586,18504,2302,3002,0,0,0,0
339,20767,15,465,18254,2513,3228,0,0,0,0
340,20797,17,522,18289,2508,3156,0,0,0,0
341,20768,13,450,18443,2325,3056,0,0,0,0
342,20720,8,501,19119,1601,1778,0,0,1374,0
343,20812,12,454,18929,1883,2154,0,0,1138,0
344,20815,14,547,18344,2471,2991,0,0,409,0
345,20687,17,547,18146,2541,3172,0,0,0,0
346,20713,17,545,18119,2594,3186,0,0,0,0
347,20755,16,421,18351,2404,2970,0,0,0,0
348,20778,8,525,19217,1561,1750,0,0,1154,0
349,20652,13,525,18421,2231,2470,0,0,922,0
350,20774,9,410,19172,1602,1778,0,0,1376,0
351,20724,10,403,18938,1786,2008,0,0,1218,0
352,20807,10,403,19192,1615,1849,0,0,1377,0
353,20672,10,463,18502,2170,2528,0,0,752,0
354,20729,17,454,18246,2483,3086,0,0,0,0
355,20712,9,495,19019,1693,1876,0,0,1176,0
356,20651,9,487,18756,1895,2080,0,0,1148,0
357,20712,17,442,18214,2498,3156,0,0,0,0
358,20775,10,423,19187,1588,1800,0,0,1294,0
359,20660,16,517,18003,2657,3208,0,0,256,0
360,20845,15,597,18419,2426,3238,0,0,0,0
361,20692,15,583,18178,2514,3200,0,0,0,0
362,20737,15,712,18038,2699,3482,0,0,0,0
363,20743,14,712,18219,2524,3190,0,0,0,0
364,20774,16,589,18227,2547,3328,0,0,0,0
365,20576,16,597,18039,2537,3224,0,0,0,0
366,20732,18,655,18077,2655,3510,0,0,0,0
367,20808,18,655,18235,2573,3328,0,0,0,0
368,20736,14,566,18365,2371,3008,0,0,0,0
369,20748,18,654,18099,2649,3442,0,0,0,0
370,20778,15,781,18275,2503,3270,0,0,0,0
371,20753,17,781,18054,2699,3342,0,0,0,0
372,20670,14,648,18199,2471,3176,0,0,0,0
373,20668,15,418,18177,2491,3118,0,0,0,0
374,20893,17,418,18540,2353,3052,0,0,0,0
375,20752,17,593,18034,2718,3410,0,0,0,0
376,20768,13,593,18291,2477,3200,0,0,0,0
377,20634,15,534,18268,2366,3038,0,0,0,0
378,20672,13,518,18552,2120,2418,0,0,818,0
379,20752,10,518,19226,1526,1719,0,0,1329,0
380,20784,11,564,18843,1941,2351,0,0,829,0
381,20641,9,564,18835,1806,1954,0,0,1280,0
382,20472,18,520,17636,2836,3327,0,0,219,0
383,20681,9,520,19060,1621,1813,0,0,1223,0
384,20889,21,499,18473,2416,3066,0,0,0,0
385,20775,10,380,18961,1814,2076,0,0,1002,0
386,20705,8,373,18994,1711,1847,0,0,1279,0
387,20589,14,463,17823,2766,3217,0,0,323,0
388,20762,19,443,18283,2479,3062,0,0,0,0
389,20817,9,390,19231,1586,1790,0,0,1248,0
390,20726,8,490,18841,1885,2074,0,0,1106,0
391,20693,9,463,19065,1628,1797,0,0,1253,0
392,20713,9,313,19197,1516,1678,0,0,1242,0
393,20863,19,451,18345,2518,3098,0,0,0,0
394,20659,8,327,18986,1673,1818,0,0,1150,0
395,20769,8,332,19197,1572,1775,0,0,1333,0
396,20659,17,566,18228,2431,3094,0,0,0,0
397,20840,16,405,18476,2364,3012,0,0,0,0
398,20733,20,607,17927,2806,3542,0,0,0,0
399,20762,18,397,18363,2399,3106,0,0,0,0
400,20797,16,607,18356,2441,3284,0,0,0,0
401,20699,15,452,18220,2479,3174,0,0,0,0
402,20727,17,453,18292,2435,3136,0,0,0,0
403,20733,17,588,18111,2622,3406,0,0,0,0
404,20778,14,530,18424,2354,3072,0,0,0,0
405,20677,9,506,19046,1631,1800,0,0,1280,0
406,20840,14,506,18520,2320,2756,0,0,740,0
407,20824,13,660,18760,2064,2401,0,0,893,0
408,20672,7,660,18858,1814,1971,0,0,1321,0
409,20710,10,370,18970,1740,1969,0,0,1123,0
410,20640,22,391,18110,2530,3306,0,0,0,0
411,20829,9,473,19150,1679,1863,0,0,1073,0
412,20625,13,473,18132,2493,2936,0,0,530,0
413,20810,8,373,19150,1660,1891,0,0,979,0
414,20712,17,588,18215,2497,3232,0,0,0,0
415,20842,16,559,18321,2521,3304,0,0,0,0
416,20744,14,716,18173,2571,3250,0,0,0,0
417,20749,17,716,18151,2598,3370,0,0,0,0
418,20789,17,563,18295,2494,3300,0,0,0,0
419,20733,16,504,18356,2377,3056,0,0,0,0
420,20748,16,537,18196,2552,3310,0,0,0,0
421,20793,17,588,18240,2553,3248,0,0,0,0
422,20733,15,537,18043,2690,3476,0,0,0,0
423,20777,9,461,19122,1655,1825,0,0,1175,0
424,20623,8,461,18840,1783,1978,0,0,1076,0
425,20680,7,475,19118,1562,1703,0,0,1205,0
426,20618,16,518,18126,2492,2870,0,0,628,0
427,20714,20,625,17819,2895,3566,0,0,0,0
428,20736,12,449,18421,2315,2956,0,0,0,0
429,20767,13,625,18337,2430,3068,0,0,0,0
430,20700,20,518,17962,2738,3346,0,0,0,0
431,20750,13,442,18229,2521,3236,0,0,0,0
432,20772,16,367,18355,2417,3142,0,0,0,0
433,20705,14,543,18249,2456,3106,0,0,0,0
434,20752,19,376,18424,2328,3028,0,0,0,0
435,20742,16,563,18164,2578,3178,0,0,0,0
436,20817,16,587,18267,2550,3226,0,0,0,0
437,20739,17,584,18200,2539,3258,0,0,0,0
438,20752,15,532,18263,2489,3240,0,0,0,0
439,20760,14,543,18210,2550,3352,0,0,0,0
440,20737,15,630,18262,2475,3266,0,0,0,0
441,20771,16,482,18412,2359,3110,0,0,0,0
442,20785,10,482,18970,1815,2347,0,0,0,513
443,20716,13,653,18595,2121,2608,0,0,0,696
444,20709,13,653,18412,2297,2930,0,0,0,0
445,20681,13,612,18250,2431,2928,0,0,0,216
446,20855,13,551,18505,2350,2986,0,0,0,178
447,20837,11,513,18899,1938,2490,0,0,0,494
448,20773,16,630,18059,2714,3542,0,0,0,0
449,20661,10,577,18769,1892,2309,0,0,0,529
450,20715,15,534,18259,2456,3116,0,0,0,0
451,20670,12,534,18207,2463,3078,0,0,0,0
452,20833,16,461,18462,2371,3084,0,0,0,0
453,20735,14,520,18303,2432,3114,0,0,0,0
454,20585,20,553,18067,2518,3140,0,0,0,0
455,20810,17,553,18210,2600,3342,0,0,0,0
456,20732,16,518,18365,2367,3060,0,0,0,0
457,20765,18,535,18293,2472,3180,0,0,0,0
458,20790,15,535,18316,2474,3208,0,0,0,0
459,20716,10,547,18744,1972,2465,0,0,0,495
460,20641,11,547,18345,2296,2791,0,0,0,219
461,20678,17,498,18321,2357,2994,0,0,0,0
462,20897,18,498,18428,2469,3280,0,0,0,0
463,20709,12,504,18387,2322,3002,0,0,0,0
464,20785,14,523,18492,2293,2934,0,0,0,0
465,20721,14,445,18265,2456,3192,0,0,0,0
466,20762,12,609,18441,2321,2930,0,0,0,0
467,20848,16,609,18312,2536,3254,0,0,0,0
468,20813,16,533,18532,2281,3074,0,0,0,0
469,20711,11,533,18770,1941,2515,0,0,0,477
470,20761,11,544,18565,2196,2839,0,0,0,271
471,20744,19,587,18273,2471,3252,0,0,0,0
472,20664,11,644,18602,2062,2545,0,0,0,301
473,20877,13,644,18488,2389,3004,0,0,0,378
474,20711,18,523,18117,2594,3366,0,0,0,0
475,20732,13,587,18213,2519,3246,0,0,0,0
476,20755,16,584,18225,2530,3218,0,0,0,0
477,20759,14,516,18384,2375,3032,0,0,0,0
478,20769,15,516,18250,2519,3230,0,0,0,0
479,20598,15,423,18217,2381,2986,0,0,0,0
480,20755,16,496,18377,2378,3086,0,0,0,0
481,20771,17,643,18064,2707,3440,0,0,0,0
482,20853,18,643,18418,2435,3214,0,0,0,0
483,20761,16,641,18103,2658,3364,0,0,0,0
484,20727,14,710,18148,2579,3304,0,0,0,0
485,20611,14,710,18044,2567,3284,0,0,0,0
486,20781,11,667,18377,2404,3064,0,0,0,96
487,20702,10,667,18642,2060,2625,0,0,0,315
488,20804,12,613,18491,2313,2907,0,0,0,259
489,20795,8,613,18583,2212,2779,0,0,0,349
490,20811,15,524,18429,2382,3134,0,0,0,0
491,20677,11,524,18650,2027,2505,0,0,0,677
492,20701,16,569,18143,2558,3266,0,0,0,0
493,20719,11,599,18606,2113,2612,0,0,0,604
494,20940,12,599,18758,2182,2863,0,0,0,285
495,20805,16,450,18407,2398,3086,0,0,0,0
496,20770,19,406,18299,2471,3258,0,0,0,0
497,20788,15,555,18371,2417,3010,0,0,0,0
498,20751,17,684,18019,2732,3466,0,0,0,0
499,20622,16,569,18005,2617,3218,0,0,0,0
500,20753,16,684,18210,2543,3184,0,0,0,0
501,20819,17,547,18093,2726,3568,0,0,0,0
502,20693,14,637,18182,2511,3138,0,0,0,0
503,20743,17,637,17732,3011,3708,0,0,0,0
504,20703,19,526,18217,2486,3096,0,0,0,0
505,20761,15,526,18328,2433,3166,0,0,0,0
506,20745,16,485,18341,2404,3076,0,0,0,0
507,20843,13,403,18540,2303,2944,0,0,0,0
508,20740,11,527,18743,1997,2599,0,0,0,591
509,20711,14,598,18255,2456,3143,0,0,0,215
510,20784,11,489,18724,2060,2643,0,0,0,453
511,20715,12,653,18456,2259,2889,0,0,0,189
512,20770,14,699,18258,2512,3214,0,0,0,148
513,20751,15,565,18249,2502,3150,0,0,0,210
514,20787,10,545,18983,1804,2332,0,0,0,734
515,20695,11,598,18263,2432,3054,0,0,0,0
516,20862,18,669,18352,2510,3302,0,0,0,0
517,20788,17,669,18107,2681,3476,0,0,0,0
518,20753,13,646,18314,2439,3170,0,0,0,0
519,20782,12,699,18417,2365,2961,0,0,0,269
520,20661,12,518,18695,1966,2444,0,0,0,410
521,20827,15,518,18560,2267,2969,0,0,0,73
522,20727,12,525,18634,2093,2621,0,0,0,293
523,20776,14,430,18295,2481,3104,0,0,0,46
524,20692,14,497,18326,2366,2982,0,0,0,0
525,20844,13,497,18682,2162,2739,0,0,0,545
526,20662,19,641,17946,2716,3378,0,0,0,0
527,20870,17,554,18435,2435,3148,0,0,0,0
528,20801,17,374,18449,2352,3076,0,0,0,0
529,20726,16,464,18205,2521,3238,0,0,0,0
530,20644,13,464,18264,2380,2974,0,0,0,0
