partition,elements,neighboring_ranks,max_mpi_faces_per_neighboring_rank,interior_elements,mpi_elements,mpi_faces,mpi_dr_faces,dynamic_rupture_faces,free_surface_faces,transparent_faces
0,24003,11,607,21910,2093,2444,0,0,1302,0
1,23919,10,425,21993,1926,2156,0,0,1228,0
2,23938,9,436,22139,1799,2042,0,0,1374,0
3,23957,21,476,21263,2694,3374,0,0,0,0
4,23836,10,607,21755,2081,2298,0,0,1312,0
5,23895,13,540,21305,2590,3316,0,0,0,0
6,23794,16,540,20935,2859,3418,0,0,0,0
7,23795,7,481,21940,1855,2041,0,0,1265,0
8,23815,7,508,22081,1734,1892,0,0,1444,0
9,23739,9,380,21928,1811,2001,0,0,1491,0
10,23912,11,552,21807,2105,2391,0,0,1111,0
11,23930,25,773,20898,3032,3824,0,0,0,0
12,23867,20,773,21199,2668,3372,0,0,0,0
13,23899,15,562,21084,2815,3578,0,0,0,0
14,23931,13,475,21376,2555,2994,0,0,800,0
15,23784,8,533,21779,2005,2174,0,0,1302,0
16,23938,13,393,21747,2191,2525,0,0,1095,0
17,23748,16,666,20996,2752,3410,0,0,0,0
18,23782,20,462,20803,2979,3748,0,0,0,0
19,23632,14,543,20872,2760,3470,0,0,0,0
20,24072,18,649,21356,2716,3638,0,0,0,0
21,23983,15,543,21369,2614,3362,0,0,0,0
22,23996,17,666,21114,2882,3692,0,0,0,0
23,23851,10,388,22070,1781,1971,0,0,1255,0
24,23889,8,452,22136,1753,1986,0,0,1316,0
25,23744,7,472,22022,1722,1910,0,0,1346,0
26,23911,12,472,21600,2311,2602,0,0,1198,0
27,23931,13,421,22000,1931,2147,0,0,1269,0
28,23865,9,533,22209,1656,1837,0,0,1447,0
29,23792,8,485,22026,1766,1957,0,0,1501,0
30,23857,8,480,21897,1960,2203,0,0,1139,0
31,23927,13,484,21418,2509,2936,0,0,688,0
32,23717,11,448,21725,1992,2190,0,0,1468,0
33,23942,16,448,21089,2853,3548,0,0,0,0
34,23839,7,508,22142,1697,1867,0,0,1281,0
35,23898,9,484,22132,1766,1968,0,0,1288,0
36,23987,13,586,21676,2311,2727,0,0,999,0
37,23770,11,586,21831,1939,2125,0,0,1525,0
38,23888,16,614,21110,2778,3590,0,0,0,0
39,23743,18,614,20941,2802,3466,0,0,0,0
40,23709,20,526,20858,2851,3474,0,0,0,0
41,23871,19,373,21264,2607,3326,0,0,0,0
42,23857,9,452,22025,1832,2068,0,0,1292,0
43,23927,9,428,22145,1782,2055,0,0,1141,0
44,23878,8,467,21996,1882,2100,0,0,1234,0
45,23841,9,467,22054,1787,1992,0,0,1202,0
46,23727,8,623,22140,1587,1729,0,0,1475,0
47,23900,10,623,21657,2243,2554,0,0,1296,0
48,23882,19,363,21178,2704,3334,0,0,0,0
49,23898,9,397,22067,1831,2086,0,0,1250,0
50,23834,9,552,21729,2105,2395,0,0,1097,0
51,23782,8,542,22016,1766,1954,0,0,1362,0
52,23772,8,528,22017,1755,1920,0,0,1266,0
53,24023,16,528,21581,2442,2885,0,0,909,0
54,23966,12,464,21922,2044,2321,0,0,1209,0
55,23809,8,428,21937,1872,2029,0,0,1211,0
56,23764,11,464,21638,2126,2335,0,0,1125,0
57,23894,19,578,20815,3079,3906,0,0,0,0
58,23917,18,649,21031,2886,3664,0,0,0,0
59,23902,14,649,21177,2725,3570,0,0,0,0
60,23905,14,493,21219,2686,3466,0,0,0,0
61,23861,14,578,21232,2629,3342,0,0,0,0
62,23858,15,508,21200,2658,3380,0,0,0,0
63,23878,17,614,21171,2707,3390,0,0,0,0
64,23946,13,614,21298,2648,3368,0,0,0,0
65,23753,17,514,21060,2693,3424,0,0,0,0
66,24125,13,514,21584,2541,3420,0,0,0,0
67,23924,13,577,21420,2504,3240,0,0,0,0
68,23890,15,544,21136,2754,3454,0,0,0,0
69,23850,16,521,21219,2631,3380,0,0,0,0
70,23947,13,521,21318,2629,3430,0,0,0,0
71,23975,17,469,21401,2574,3354,0,0,0,0
72,23966,14,607,21292,2674,3502,0,0,0,0
73,24004,17,482,21285,2719,3586,0,0,0,0
74,23909,14,453,21098,2811,3514,0,0,0,0
75,23806,14,505,21070,2736,3452,0,0,0,0
76,23912,15,482,21291,2621,3350,0,0,0,0
77,23923,14,653,21383,2540,3482,0,0,0,0
78,23775,16,653,20925,2850,3704,0,0,0,0
79,23876,17,524,20780,3096,3934,0,0,0,0
80,23832,14,524,21311,2521,3226,0,0,0,0
81,23944,19,568,21259,2685,3388,0,0,0,0
82,23902,15,611,21058,2844,3636,0,0,0,0
83,23919,16,611,21135,2784,3646,0,0,0,0
84,23699,17,544,21112,2587,3390,0,0,0,0
85,23882,17,682,20900,2982,3892,0,0,0,0
86,23883,11,682,21274,2609,3416,0,0,0,0
87,23882,17,682,21271,2611,3384,0,0,0,0
88,23861,16,509,21070,2791,3664,0,0,0,0
89,23870,16,459,21250,2620,3360,0,0,0,0
90,23868,14,482,21294,2574,3356,0,0,0,0
91,23862,15,600,21155,2707,3432,0,0,0,0
92,23861,18,600,21074,2787,3532,0,0,0,0
93,23883,11,456,21218,2665,3390,0,0,0,0
94,24125,22,477,21153,2972,3834,0,0,0,0
95,23800,10,578,21418,2382,2909,0,0,0,535
96,23891,13,459,21357,2534,3274,0,0,0,0
97,23888,14,424,21303,2585,3316,0,0,0,226
98,23935,13,728,21252,2683,3426,0,0,0,0
99,23944,9,474,21861,2083,2686,0,0,0,622
100,23942,15,455,21294,2648,3342,0,0,0,0
101,23861,16,543,21106,2755,3500,0,0,0,0
102,23768,14,543,20960,2808,3394,0,0,0,0
103,23907,9,727,21778,2129,2643,0,0,0,607
104,23950,13,727,21500,2450,3230,0,0,0,224
105,23927,10,692,21799,2128,2702,0,0,0,662
106,23957,18,692,21161,2796,3536,0,0,0,0
107,24125,14,544,21496,2629,3442,0,0,0,0
