Mon Apr 21 16:22:04, Info:  Using 1 threads 
Mon Apr 21 16:22:05, Info:  Mesh contains 4096 partitions 
Mon Apr 21 16:22:05, Info:  Min number of elements per partition: 38651 
Mon Apr 21 16:22:05, Info:  Avg number of elements per partition 46654.9 
Mon Apr 21 16:22:05, Info:  Max number of elements per partition 46822 
Mon Apr 21 16:22:05, Info:  Min number of MPI boundaries per partition: 4 
Mon Apr 21 16:22:05, Info:  Avg number of MPI boundaries per partition 13.3765 
Mon Apr 21 16:22:05, Info:  Max number of MPI boundaries per partition 30 
Mon Apr 21 16:22:05, Info:  Min number of MPI boundary faces per partition: 1888 
Mon Apr 21 16:22:05, Info:  Avg number of MPI boundary faces per partition 5104.11 
Mon Apr 21 16:22:05, Info:  Max number of MPI boundary faces per partition 7182 
Mon Apr 21 16:22:05, Info:  printing statistics per partition. 
Mon Apr 21 16:22:05, Info:  dynamic rupture information is counted twice: as part of mpi_dr_faces and dynamic_rupture_faces. 
partition,#elements,#neighboring_ranks,max(#mpi_faces_per_neighboring_rank),#interior_elements,#mpi_elements,#mpi_faces,#mpi_dr_faces,#dynamic_rupture_faces,#free_surface_faces,#transparent_faces
39,46686,9,1061,43156,3530,4516,0,0,0,1068
40,46691,11,1039,42704,3987,5465,0,0,0,455
41,46682,12,1039,42775,3907,5174,0,0,0,368
42,46698,10,1000,42963,3735,4916,0,0,0,738
43,46678,12,1020,42487,4191,5607,0,0,0,493
44,46670,15,1333,41859,4811,6332,0,0,0,0
45,46680,19,947,42268,4412,5890,0,0,0,0
46,46679,20,1333,42077,4602,6128,0,0,0,0
47,46725,18,938,42185,4540,5926,0,0,0,0
48,46699,17,1020,42285,4414,5692,0,0,0,0
49,46732,16,1020,42445,4287,5650,0,0,0,0
50,46703,17,947,41818,4885,6192,0,0,0,0
51,46694,17,938,42135,4559,6002,0,0,0,0
52,46663,12,813,42737,3926,4955,0,0,0,683
53,46698,13,957,42734,3964,5192,0,0,0,440
54,46711,10,1354,42824,3887,4877,0,0,0,679
55,46636,12,1354,41590,5046,6582,0,0,0,134
56,46680,7,948,43406,3274,4194,0,0,0,1150
57,46744,9,1017,43463,3281,4200,0,0,0,1150
58,46709,14,923,42703,4006,5364,0,0,0,302
59,46689,8,1017,43387,3302,4444,0,0,0,948
60,46733,13,1163,42931,3802,5137,0,0,0,829
61,46689,11,900,42918,3771,4800,0,0,0,628
62,46692,18,1090,42247,4445,5904,0,0,0,0
63,46692,13,1090,42480,4212,5686,0,0,0,0
64,46669,17,997,42222,4447,5784,0,0,0,0
65,46651,20,997,41380,5271,6700,0,0,0,0
66,46666,16,964,42217,4449,5736,0,0,0,0
67,46719,16,1011,42016,4703,6090,0,0,0,0
68,46713,20,1001,41823,4890,6404,0,0,0,0
69,46661,15,1001,42191,4470,5768,0,0,0,0
70,46676,16,1279,41958,4718,6130,0,0,0,0
71,46668,20,1279,41873,4795,6240,0,0,0,0
72,46656,12,962,43161,3495,4108,0,0,2220,0
73,46691,10,962,43584,3107,3632,0,0,2420,0
74,46646,11,516,43942,2704,3080,0,0,2668,0
75,46730,17,802,42395,4335,5396,0,0,0,0
76,46698,15,845,42128,4570,5758,0,0,300,0
77,46637,10,704,43496,3141,3617,0,0,2581,0
78,46671,7,728,43958,2713,3055,0,0,2661,0
79,46631,13,728,42835,3796,4617,0,0,1645,0
80,46701,13,837,42501,4200,5476,0,0,0,0
81,46719,10,908,43005,3714,4667,0,0,0,831
82,46672,11,1074,42700,3972,5048,0,0,0,510
83,46730,14,837,42344,4386,5782,0,0,0,0
84,46682,17,847,42120,4562,5934,0,0,0,0
85,46681,18,1011,42017,4664,5946,0,0,0,0
86,46681,16,969,42090,4591,5958,0,0,0,0
87,46704,16,969,42202,4502,5716,0,0,0,0
88,46667,13,813,42582,4085,5072,0,0,0,648
89,46643,19,682,41698,4945,6280,0,0,0,0
90,46692,13,1074,43076,3616,4633,0,0,0,829
91,46661,12,838,42685,3976,5018,0,0,0,622
92,46618,8,771,43797,2821,3192,0,0,2876,0
93,46602,6,771,44434,2168,2447,0,0,2462,937
94,46647,10,690,43518,3129,3568,0,0,2480,0
95,46670,9,703,43586,3084,3533,0,0,2617,0
96,46675,19,882,41957,4718,5960,0,0,0,0
97,46682,14,882,42693,3989,4799,0,0,1677,0
98,46675,12,968,42687,3988,5194,0,0,0,586
99,46691,12,968,43112,3579,4562,0,0,0,864
100,46697,6,568,44307,2390,2692,0,0,2871,547
101,46656,8,708,44323,2333,2706,0,0,1908,1140
102,46636,10,708,43354,3282,3805,0,0,2041,0
103,46638,9,692,43789,2849,3218,0,0,2734,0
104,46660,9,1061,43340,3320,4073,0,0,845,1084
105,46653,7,819,44157,2496,2850,0,0,2822,460
106,46699,9,622,43778,2921,3324,0,0,2600,0
107,46689,17,810,42438,4251,5454,0,0,0,0
108,46648,11,896,42966,3682,4339,0,0,2021,0
109,46690,12,1020,42965,3725,4459,0,0,1709,0
110,46721,9,1246,42664,4057,4902,0,0,1678,134
111,46708,8,1246,43969,2739,3213,0,0,2283,916
112,46668,8,763,43965,2703,3068,0,0,3148,0
113,46708,13,801,42752,3956,4756,0,0,1798,0
114,46698,10,853,43162,3536,4226,0,0,1926,0
115,46648,8,853,43555,3093,3542,0,0,2426,0
116,46723,10,905,43216,3507,4034,0,0,2332,0
117,46649,10,905,43569,3080,3523,0,0,2745,0
118,46636,17,968,42071,4565,5827,0,0,305,0
119,46720,9,968,43641,3079,3469,0,0,3301,0
120,46654,11,1107,43017,3637,4266,0,0,1782,0
121,46651,9,724,43716,2935,3285,0,0,2447,0
122,46625,9,927,43375,3250,3719,0,0,2595,0
123,46713,11,927,43454,3259,3991,0,0,2353,0
124,46677,17,797,42114,4563,5846,0,0,0,0
125,46666,17,841,42266,4400,5846,0,0,0,0
126,46631,12,970,42819,3812,4491,0,0,1787,0
127,46723,11,1107,43063,3660,4355,0,0,1653,0
128,46712,17,989,42340,4372,5678,0,0,0,0
129,46707,15,769,42398,4309,5594,0,0,0,0
130,46721,16,960,42316,4405,5712,0,0,0,0
131,46749,15,1005,42170,4579,5938,0,0,0,0
132,46708,17,1376,41552,5156,6658,0,0,0,0
133,46704,16,1376,42193,4511,5958,0,0,0,0
134,46718,19,1029,42145,4573,6070,0,0,0,0
135,46704,18,1029,42217,4487,5740,0,0,0,0
136,46730,9,1152,43097,3633,4599,0,0,0,1097
137,46708,11,1152,42512,4196,5289,0,0,0,559
138,46731,15,1071,42329,4402,5781,0,0,0,423
139,46711,10,958,42938,3773,4907,0,0,0,419
140,46745,19,952,42136,4609,5894,0,0,0,0
141,46743,13,989,42259,4484,5692,0,0,0,0
142,46725,19,782,42317,4408,5878,0,0,0,0
143,46733,14,975,42166,4567,5926,0,0,0,0
144,46720,9,1046,43538,3182,4129,0,0,0,1593
145,46727,10,955,43213,3514,4701,0,0,0,763
146,46725,11,900,43077,3648,4792,0,0,0,630
147,46725,16,975,42268,4457,5774,0,0,0,0
148,46751,13,1046,42508,4243,5398,0,0,0,356
149,46748,13,1046,42922,3826,4924,0,0,0,676
150,46693,15,1283,42346,4347,5635,0,0,0,523
151,46694,10,1283,42825,3869,5086,0,0,0,604
152,46695,9,1026,42982,3713,4809,0,0,0,763
153,46705,16,1026,41893,4812,6226,0,0,0,0
154,46689,17,1093,42390,4299,5824,0,0,0,0
155,46721,10,909,43064,3657,4685,0,0,0,949
156,46737,15,1308,41992,4745,6042,0,0,0,0
157,46726,10,1308,42910,3816,5006,0,0,0,948
158,46737,8,731,43620,3117,3928,0,0,0,1362
159,46717,9,1046,43544,3173,4057,0,0,0,1259
160,46138,11,1094,42495,3643,4709,0,0,0,623
161,46694,11,1004,42525,4169,5400,0,0,0,588
162,46714,11,1095,43373,3341,4299,0,0,0,1253
163,46700,11,1095,42439,4261,5658,0,0,0,0
164,46724,9,1239,43759,2965,3730,0,0,0,1742
165,46723,12,1239,42247,4476,5720,0,0,0,64
166,46717,7,1121,43449,3268,4148,0,0,0,1346
167,46691,11,1121,42909,3782,4823,0,0,0,661
168,46699,13,973,42153,4546,5880,0,0,0,0
169,46727,17,973,42244,4483,5834,0,0,0,0
170,46735,13,900,42309,4426,5671,0,0,0,483
171,46692,11,900,42699,3993,5203,0,0,0,645
172,46705,15,836,42404,4301,5606,0,0,0,0
173,46677,19,793,42019,4658,5956,0,0,0,0
174,46701,17,1033,42010,4691,5896,0,0,0,0
175,46654,16,1033,41735,4919,6174,0,0,0,0
176,46731,18,909,41837,4894,6250,0,0,0,0
177,46684,17,898,42258,4426,5788,0,0,0,0
178,46697,16,1116,42173,4524,6058,0,0,0,0
179,46691,11,1116,42460,4231,5564,0,0,0,0
180,46737,18,938,41872,4865,6340,0,0,0,0
181,46707,16,819,42377,4330,5688,0,0,0,0
182,46715,13,989,42493,4222,5480,0,0,0,0
183,46701,13,989,42086,4615,6102,0,0,0,0
184,46692,12,861,42524,4168,5275,0,0,0,561
185,46770,13,850,42451,4319,5578,0,0,0,490
186,46738,16,932,42404,4334,5698,0,0,0,0
187,46744,10,932,43184,3560,4680,0,0,0,744
188,46689,11,1227,42628,4061,5178,0,0,0,596
189,44317,9,1227,40304,4013,5231,0,0,0,335
190,46717,9,1215,43215,3502,4556,0,0,0,830
191,46701,12,1215,42436,4265,5439,0,0,0,479
192,46649,14,1144,42306,4343,5323,0,0,845,0
193,46703,11,1144,43420,3283,3738,0,0,2652,0
194,46699,17,953,41991,4708,6046,0,0,0,0
195,46710,17,926,42072,4638,5944,0,0,0,0
196,46673,14,926,42621,4052,4911,0,0,1397,0
197,46687,9,773,43898,2789,3168,0,0,2586,0
198,46680,15,868,42361,4319,5287,0,0,1253,0
199,46647,10,868,43737,2910,3339,0,0,2477,0
200,45231,9,932,42063,3168,3608,0,0,2568,0
201,46707,8,699,43939,2768,3166,0,0,2638,0
202,46696,17,970,42005,4691,5952,0,0,0,0
203,46683,15,970,41813,4870,6018,0,0,926,0
204,46687,8,751,43986,2701,3053,0,0,2695,0
205,46643,9,751,43899,2744,3122,0,0,2692,0
206,46645,17,802,42261,4384,5702,0,0,0,0
207,46646,18,969,42064,4582,5618,0,0,950,0
208,46779,16,1002,42173,4606,6052,0,0,0,0
209,46706,19,894,41602,5104,6656,0,0,0,0
210,46694,19,1243,42158,4536,5900,0,0,0,0
211,46703,15,1243,42116,4587,6014,0,0,0,0
212,46728,19,1100,41602,5126,6796,0,0,0,0
213,46681,15,854,42299,4382,5634,0,0,0,0
214,46677,15,1100,42356,4321,5586,0,0,0,0
215,46691,16,883,42072,4619,6036,0,0,0,0
216,46707,15,918,42484,4223,5522,0,0,0,0
217,46692,18,1005,42404,4288,5644,0,0,0,0
218,46668,16,741,42359,4309,5646,0,0,0,0
219,46759,23,1014,41720,5039,6376,0,0,0,0
220,46683,16,1065,42375,4308,5564,0,0,0,0
221,46682,21,1065,41558,5124,6610,0,0,0,0
222,46688,14,1039,42117,4571,5876,0,0,0,0
223,46684,14,1039,42248,4436,5646,0,0,0,0
224,46643,8,662,43983,2660,3011,0,0,2807,0
225,46670,17,734,41991,4679,5954,0,0,0,0
226,46637,18,928,41776,4861,6175,0,0,195,0
227,46635,9,857,43935,2700,3084,0,0,2640,0
228,46572,9,761,43612,2960,3407,0,0,2359,0
229,46222,9,855,43419,2803,3231,0,0,2855,0
230,46623,10,744,43448,3175,3791,0,0,1541,818
231,46595,7,855,43970,2625,3167,0,0,1269,1448
232,46671,13,764,42713,3958,4795,0,0,1329,0
233,46616,11,764,43663,2953,3415,0,0,2621,0
234,46584,9,989,43213,3371,4071,0,0,768,1063
235,46592,5,989,44024,2568,2900,0,0,2520,252
236,46653,10,725,43754,2899,3271,0,0,2805,0
237,46646,9,725,43802,2844,3241,0,0,2799,0
238,46659,17,757,42209,4450,5732,0,0,0,0
239,46645,19,751,42289,4356,5368,0,0,1086,0
240,46673,14,1047,42062,4611,5778,0,0,0,0
241,46690,16,1047,42200,4490,5950,0,0,0,0
242,46686,13,734,42475,4211,5476,0,0,0,0
243,46706,14,769,42513,4193,5588,0,0,0,0
244,46677,12,739,42577,4100,5146,0,0,0,450
245,46687,11,769,43123,3564,4690,0,0,0,834
246,46672,12,1205,42991,3681,4719,0,0,0,937
247,46702,12,1205,42313,4389,5636,0,0,0,300
248,46662,15,926,42106,4556,5880,0,0,0,0
249,46708,16,926,42139,4569,5732,0,0,0,0
250,46697,15,902,42434,4263,5624,0,0,0,0
251,46676,17,843,41887,4789,6252,0,0,0,0
252,46657,12,1138,42370,4287,5534,0,0,0,214
253,46685,11,1138,42848,3837,4899,0,0,0,771
254,46691,10,994,43107,3584,4697,0,0,0,715
255,46676,10,994,42666,4010,5170,0,0,0,286
256,46627,9,929,43886,2741,3109,0,0,2899,0
257,46687,14,929,42309,4378,5326,0,0,666,0
258,46691,13,890,42182,4509,5503,0,0,1035,0
259,46635,8,890,43826,2809,3212,0,0,2826,0
260,46680,10,810,43830,2850,3243,0,0,2987,0
261,46662,13,865,42073,4589,5778,0,0,960,0
262,46709,10,1072,43719,2990,3421,0,0,2563,0
263,46697,13,1072,42393,4304,5312,0,0,1044,0
264,46718,14,834,42726,3992,4804,0,0,1494,0
265,46704,10,740,44039,2665,3023,0,0,2697,0
266,46673,10,890,43682,2991,3415,0,0,2503,0
267,46687,12,834,43094,3593,4301,0,0,1659,0
268,46722,17,825,42249,4473,5752,0,0,0,0
269,46702,20,825,42236,4466,5678,0,0,0,0
270,46695,11,849,43494,3201,3696,0,0,2506,0
271,46684,9,890,43743,2941,3312,0,0,2766,0
272,46697,15,1105,42232,4465,5860,0,0,0,0
273,46633,18,1105,41756,4877,6240,0,0,0,0
274,46700,14,984,42295,4405,5866,0,0,0,0
275,46734,19,876,42174,4560,5964,0,0,0,0
276,46688,19,890,42096,4592,6044,0,0,0,0
277,46672,16,887,42067,4605,6002,0,0,0,0
278,46684,15,885,42156,4528,5710,0,0,0,0
279,46786,20,891,42157,4629,5928,0,0,0,0
280,46685,20,1018,42042,4643,5990,0,0,0,0
281,46660,14,1018,41988,4672,5992,0,0,0,0
282,46684,19,1189,42094,4590,5946,0,0,0,0
283,46695,16,1189,42124,4571,5986,0,0,0,0
284,46633,11,976,43041,3592,4331,0,0,1763,0
285,46659,9,976,43548,3111,3527,0,0,2661,0
286,46717,15,798,42044,4673,5713,0,0,1135,0
287,46656,19,791,42220,4436,5592,0,0,0,0
288,46216,8,817,43251,2965,3405,0,0,2519,0
289,46577,17,817,41794,4783,5941,0,0,839,0
290,46604,9,913,43855,2749,3120,0,0,2618,0
291,46474,10,733,43695,2779,3154,0,0,2828,0
292,45542,9,618,42648,2894,3341,0,0,2529,0
293,45980,8,680,43357,2623,3013,0,0,2711,0
294,46613,19,773,41891,4722,6076,0,0,0,0
295,46614,11,913,43001,3613,4281,0,0,1683,0
296,46692,17,940,41930,4762,5970,0,0,0,0
297,46684,15,935,42024,4660,6024,0,0,0,0
298,46560,10,676,43369,3191,3743,0,0,1893,0
299,46371,8,638,43486,2885,3320,0,0,2840,0
300,46657,15,1155,41941,4716,6196,0,0,0,0
301,46667,15,1155,41829,4838,6192,0,0,0,0
302,46649,18,790,42089,4560,5858,0,0,0,0
303,46677,17,1129,42090,4587,5924,0,0,0,0
304,46693,14,1055,42353,4340,5618,0,0,0,0
305,46671,19,712,41994,4677,6070,0,0,0,0
306,46661,16,1122,41812,4849,6222,0,0,0,0
307,46666,15,1122,42323,4343,5756,0,0,0,0
308,46636,11,896,43072,3564,4261,0,0,1927,0
309,46659,9,896,43562,3097,3527,0,0,2731,0
310,46652,10,755,43567,3085,3542,0,0,2692,0
311,46671,14,804,42674,3997,4865,0,0,1751,0
312,46414,7,693,43481,2933,3431,0,0,2575,0
313,46643,15,851,42500,4143,4923,0,0,1571,0
314,46691,8,1042,43793,2898,3313,0,0,2641,0
315,46658,14,1042,42038,4620,5667,0,0,861,0
316,46610,11,868,43356,3254,3877,0,0,2357,0
317,46680,17,868,41950,4730,6006,0,0,512,0
318,46639,11,791,43548,3091,3513,0,0,2625,0
319,46684,11,791,42502,4182,5073,0,0,953,0
320,46662,17,809,42343,4319,5544,0,0,0,0
321,45912,10,635,43233,2679,3075,0,0,2541,0
322,46629,13,525,43132,3497,4135,0,0,2127,0
323,46187,8,630,43423,2764,3156,0,0,2754,0
324,46676,17,906,42033,4643,5972,0,0,0,0
325,46658,9,711,43752,2906,3266,0,0,2706,0
326,46621,12,776,43159,3462,4050,0,0,2076,0
327,45937,8,711,43209,2728,3173,0,0,2385,0
328,46542,10,955,43719,2823,3225,0,0,2759,0
329,46678,14,955,42627,4051,4872,0,0,1460,0
330,46665,8,816,43130,3535,4178,0,0,2160,0
331,46684,13,865,42812,3872,4681,0,0,1637,0
332,46646,9,698,43762,2884,3263,0,0,2421,0
333,46625,11,713,43129,3496,3995,0,0,2505,0
334,46655,8,698,43870,2785,3178,0,0,2590,0
335,46696,10,888,43870,2826,3215,0,0,2577,0
336,46676,17,1211,41975,4701,6086,0,0,0,0
337,46722,20,1211,41610,5112,6532,0,0,0,0
338,46688,18,1130,42245,4443,5860,0,0,0,0
339,46717,14,1037,42322,4395,5860,0,0,0,0
340,46707,15,814,42373,4334,5554,0,0,0,0
341,46714,15,919,42210,4504,5906,0,0,0,0
342,46767,16,1133,42073,4694,6164,0,0,0,0
343,46665,14,1133,42091,4574,5978,0,0,0,0
344,46678,18,844,42133,4545,5824,0,0,0,0
345,46658,19,951,42140,4518,5926,0,0,0,0
346,46661,15,1126,42184,4477,5746,0,0,0,0
347,46752,16,1126,42253,4499,5864,0,0,0,0
348,46709,16,875,41920,4789,6134,0,0,0,0
349,46711,17,904,42256,4455,5834,0,0,0,0
350,46629,19,904,41969,4660,5980,0,0,0,0
351,46707,16,862,42394,4313,5730,0,0,0,0
352,46674,17,1309,42084,4590,5926,0,0,0,0
353,46673,22,1309,41850,4823,6228,0,0,0,0
354,46594,9,875,43642,2952,3382,0,0,2688,0
355,46621,7,830,43784,2837,3204,0,0,2428,0
356,46612,15,1181,42348,4264,5198,0,0,1246,0
357,46396,10,1181,42966,3430,4069,0,0,2221,0
358,46627,9,809,43858,2769,3150,0,0,2642,0
359,46646,15,809,42180,4466,5445,0,0,839,0
360,46624,9,894,43645,2979,3462,0,0,2440,0
361,46714,13,722,43059,3655,4511,0,0,1715,0
362,46714,20,797,42143,4571,5878,0,0,0,0
363,46611,10,894,43528,3083,3540,0,0,2378,0
364,46672,8,900,43930,2742,3092,0,0,2822,0
365,46651,8,673,43533,3118,3603,0,0,2609,0
366,46666,16,984,42281,4385,5608,0,0,0,0
367,46722,14,984,41830,4892,6079,0,0,429,0
368,46712,16,1020,42403,4309,5696,0,0,0,0
369,46747,13,1020,42285,4462,5794,0,0,0,0
370,46686,16,821,42143,4543,5836,0,0,0,0
371,46695,14,1014,42067,4628,5898,0,0,0,0
372,46745,19,1156,41885,4860,6400,0,0,0,0
373,46703,14,1156,42461,4242,5572,0,0,0,0
374,46680,19,1098,41582,5098,6580,0,0,0,0
375,46698,13,1098,42127,4571,6014,0,0,0,0
376,46671,15,822,42061,4610,5910,0,0,0,0
377,46691,17,1099,41740,4951,6424,0,0,0,0
378,46649,16,913,41961,4688,6008,0,0,0,0
379,46708,15,1099,42357,4351,5696,0,0,0,0
380,46691,15,854,42205,4486,5928,0,0,0,0
381,46729,14,1091,41994,4735,6134,0,0,0,0
382,46728,14,1306,41972,4756,6188,0,0,0,0
383,46669,16,1306,42016,4653,5974,0,0,0,0
384,46719,11,1220,42742,3977,5083,0,0,0,813
385,46724,10,1220,42821,3903,5017,0,0,0,665
386,46670,10,1253,42744,3926,5049,0,0,0,455
387,46780,13,1253,41900,4880,6276,0,0,0,384
388,46750,17,938,42381,4369,5824,0,0,0,0
389,46717,17,938,42200,4517,5862,0,0,0,0
390,46700,10,887,43029,3671,4753,0,0,0,803
391,46752,10,981,43138,3614,4632,0,0,0,724
392,46680,14,1116,42323,4357,5644,0,0,0,0
393,46708,16,1116,41927,4781,6046,0,0,0,0
394,46697,16,1016,41823,4874,6446,0,0,0,0
395,46720,17,1016,42007,4713,6102,0,0,0,0
396,46726,20,1256,41926,4800,6320,0,0,0,0
397,46681,18,761,42271,4410,5740,0,0,0,0
398,46706,19,1405,41982,4724,6316,0,0,0,0
399,46686,16,1405,42520,4166,5582,0,0,0,0
400,46736,13,1279,42701,4035,5174,0,0,0,206
401,46706,12,1279,42721,3985,5095,0,0,0,705
402,46717,16,1117,42298,4419,5732,0,0,0,0
403,46736,9,1117,43193,3543,4494,0,0,0,852
404,46725,12,1146,42617,4108,5155,0,0,0,445
405,46718,10,1146,42845,3873,4886,0,0,0,608
406,46765,10,878,43214,3551,4638,0,0,0,850
407,46777,11,908,42778,3999,5141,0,0,0,513
408,46752,18,901,42164,4588,5918,0,0,0,0
409,46697,14,887,42471,4226,5590,0,0,0,0
410,46739,15,1348,42497,4242,5588,0,0,0,0
411,46707,18,1348,41686,5021,6434,0,0,0,0
412,46709,14,1093,42369,4340,5596,0,0,0,0
413,46781,16,1093,42061,4720,5986,0,0,0,0
414,46688,19,1118,42020,4668,6108,0,0,0,0
415,46670,17,1118,41904,4766,6136,0,0,0,0
416,46750,20,855,42168,4582,6042,0,0,0,0
417,46734,14,855,42472,4262,5518,0,0,0,0
418,46718,15,1197,42052,4666,6004,0,0,0,0
419,46695,16,1197,42036,4659,5970,0,0,0,0
420,46715,15,1045,42276,4439,5902,0,0,0,0
421,46724,12,820,42955,3769,4941,0,0,0,753
422,46701,18,1045,42224,4477,5798,0,0,0,0
423,46727,17,918,42410,4317,5690,0,0,0,0
424,46670,11,896,42671,3999,5073,0,0,0,519
425,46689,11,1188,42521,4168,5316,0,0,0,458
426,46705,10,1237,42836,3869,4974,0,0,0,650
427,46699,12,1237,42801,3898,5070,0,0,0,922
428,46743,14,1042,42123,4620,5890,0,0,0,0
429,46715,17,1042,42023,4692,6072,0,0,0,0
430,46687,19,718,42249,4438,5704,0,0,0,0
431,46676,13,724,42348,4328,5634,0,0,0,0
432,46698,17,950,41992,4706,6164,0,0,0,0
433,46699,15,1183,42235,4464,5856,0,0,0,0
434,46776,11,1038,42755,4021,5127,0,0,0,641
435,46729,10,1038,43332,3397,4424,0,0,0,952
436,46710,11,1095,42350,4360,5607,0,0,0,477
437,46691,11,1088,42754,3937,5063,0,0,0,595
438,46757,9,927,43088,3669,4718,0,0,0,616
439,46706,13,989,42524,4182,5347,0,0,0,459
440,46695,17,809,42153,4542,6150,0,0,0,0
441,46666,15,1183,41930,4736,6054,0,0,0,0
442,46710,17,1030,42443,4267,5594,0,0,0,0
443,46712,17,1030,42210,4502,5838,0,0,0,0
444,46737,11,1259,42253,4484,5816,0,0,0,264
445,46676,12,1259,42566,4110,5248,0,0,0,532
446,46702,17,893,42064,4638,5924,0,0,0,0
447,46660,20,644,42042,4618,6072,0,0,0,0
448,46667,11,853,43035,3632,4704,0,0,0,816
449,46680,9,934,43312,3368,4538,0,0,0,848
450,46688,18,876,42371,4317,5664,0,0,0,0
451,46694,14,876,41996,4698,6080,0,0,0,0
452,46714,15,1257,42278,4436,5715,0,0,0,431
453,46715,10,1257,43130,3585,4644,0,0,0,952
454,46694,16,1245,42108,4586,5934,0,0,0,0
455,46689,15,1245,42129,4560,6000,0,0,0,0
456,46739,12,1123,42937,3802,4764,0,0,0,1102
457,46689,11,919,42473,4216,5346,0,0,0,346
458,46676,15,1014,42202,4474,5938,0,0,0,0
459,46684,13,1014,42830,3854,4892,0,0,0,864
460,46744,15,924,42115,4629,5992,0,0,0,0
461,46687,18,924,42087,4600,5904,0,0,0,0
462,46659,15,893,41993,4666,5958,0,0,0,0
463,46707,15,927,42174,4533,5822,0,0,0,0
464,46672,16,1145,41923,4749,6296,0,0,0,0
465,46678,15,1202,41945,4733,6270,0,0,0,0
466,46693,16,795,41790,4903,6402,0,0,0,0
467,46677,14,1145,42359,4318,5686,0,0,0,0
468,46717,16,955,42234,4483,5906,0,0,0,0
469,46668,19,872,42142,4526,5830,0,0,0,0
470,46702,16,955,42115,4587,5892,0,0,0,0
471,46713,16,1062,42243,4470,5830,0,0,0,0
472,46666,13,1240,42020,4646,6176,0,0,0,0
473,46650,13,1022,42486,4164,5422,0,0,0,0
474,46702,17,942,42035,4667,5970,0,0,0,0
475,46718,19,838,41862,4856,6358,0,0,0,0
476,46737,17,1102,42046,4691,6046,0,0,0,0
477,46655,16,803,41961,4694,6102,0,0,0,0
478,46748,18,1033,41899,4849,6322,0,0,0,0
479,46647,15,1102,42169,4478,5870,0,0,0,0
