partition,elements,neighboring_ranks,max_mpi_faces_per_neighboring_rank,interior_elements,mpi_elements,mpi_faces,mpi_dr_faces,dynamic_rupture_faces,free_surface_faces,transparent_faces
0,747832,13,5066,719749,28083,35145,0,0,0,1425
1,747938,16,4393,717638,30300,39602,0,0,0,0
2,747839,11,7026,722973,24866,30699,0,0,0,5769
3,747625,17,7026,717294,30331,38092,0,0,0,0
4,749786,13,7186,723955,25831,33610,0,0,0,2662
5,748002,15,7186,720115,27887,35015,0,0,0,2671
6,747631,15,7732,720468,27163,33990,0,0,0,3584
7,747885,12,7732,723983,23902,30163,0,0,0,7807
8,748600,12,3772,726106,22494,27810,0,0,17336,0
9,747537,10,7982,722353,25184,29745,62,21740,7215,0
10,746881,6,7814,728837,18044,20701,78,36568,9593,0
11,746665,12,7814,723524,23141,27472,75,29131,4538,0
12,746040,11,5065,724050,21990,26710,38,30274,0,0
13,738400,9,5065,718190,20210,24388,23,11021,24738,0
14,748165,19,6006,716920,31245,39789,0,0,10911,0
15,748195,11,4068,728468,19727,23618,0,0,27768,0
16,748673,7,8781,727855,20818,26455,0,0,0,9727
17,748247,7,4920,729867,18380,21897,0,0,21691,3714
18,748421,7,6732,729425,18996,23610,0,0,12808,7068
19,748743,11,6732,727294,21449,25814,0,0,27256,0
20,747654,13,8781,719113,28541,36704,0,0,0,2520
21,726034,10,6672,704019,22015,29375,0,0,0,5443
22,747653,15,6538,723064,24589,31208,0,0,17190,0
23,748147,9,6538,726053,22094,26829,0,0,20865,0
24,746099,7,4595,728198,17901,20962,30,15470,23166,0
25,747871,13,5102,721794,26077,31841,0,0,15793,0
26,747834,18,5675,720365,27469,34636,16,9452,0,0
27,746302,11,5675,724737,21565,26556,0,0,25454,0
28,748263,10,5719,725908,22355,27302,0,0,20962,0
29,749289,14,6862,720188,29101,37245,0,0,0,2083
30,748152,14,7125,719197,28955,35865,0,0,0,2565
31,748887,14,7125,722397,26490,35047,0,0,0,3393
32,748220,11,6862,723508,24712,31924,0,0,0,4748
33,748227,6,5893,730192,18035,22321,0,0,15029,6250
34,748655,13,4326,728147,20508,24910,0,0,25898,0
35,748611,10,5646,724791,23820,28817,0,0,20949,0
36,748776,7,6001,732778,15998,19415,0,0,25180,4421
37,731349,4,7379,717657,13692,16923,0,0,22490,8089
38,748413,8,9390,724236,24177,31917,0,0,0,6473
39,749270,6,9390,730063,19207,24458,0,0,0,11026
40,747943,16,5304,720157,27786,35736,0,0,0,0
41,749512,11,6339,724908,24604,31950,0,0,0,4658
42,748210,11,9176,723079,25131,32538,0,0,0,5056
43,749541,8,9176,726171,23370,29531,0,0,0,8671
44,748757,7,5726,733449,15308,18869,0,0,31870,6867
45,748377,11,6927,722263,26114,32601,0,0,6423,2844
46,744973,11,6232,723691,21282,26224,0,0,24476,0
47,727918,9,6232,706693,21225,26140,0,0,25502,0
48,748605,8,5225,731259,17346,20856,0,0,24232,4380
49,748604,7,5546,729555,19049,23031,0,0,27548,1089
50,749405,15,7676,720777,28628,37084,0,0,0,0
51,748150,11,7676,724468,23682,29975,0,0,0,7333
52,747638,11,6670,720523,27115,34106,0,0,10402,0
53,748145,12,6670,721190,26955,34145,0,0,10119,0
54,750620,13,9779,722210,28410,36757,0,0,0,2147
55,748725,15,9779,716812,31913,40929,0,0,0,2169
56,748156,8,7725,726726,21430,27366,0,0,0,7626
57,748866,9,6250,728778,20088,25702,0,0,0,9236
58,751062,11,9869,727955,23107,30909,0,0,0,5569
59,749064,18,9869,717187,31877,42288,0,0,0,0
60,750630,16,6331,721726,28904,38236,0,0,0,0
61,751190,12,6331,725553,25637,34597,0,0,0,3625
62,750270,9,6385,726787,23483,30610,0,0,0,6286
63,747870,11,6385,723100,24770,30145,0,0,0,8871
64,746332,11,5200,720476,25856,32924,0,0,0,3340
65,739427,11,5465,718032,21395,26225,0,0,23001,0
66,747010,15,6230,721160,25850,32951,0,0,0,4331
67,748062,13,8058,719637,28425,35460,0,0,11466,0
68,746749,9,7235,726472,20277,25883,0,0,0,9873
69,747197,7,7235,726661,20536,24839,0,0,14376,5761
70,747361,9,4840,726239,21122,25573,0,0,23909,0
71,747340,8,5465,726727,20613,24940,0,0,25947,919
72,749559,12,5343,726930,22629,29080,0,0,0,5388
73,747198,12,5343,723341,23857,30549,0,0,0,7431
74,745920,12,5869,719478,26442,32569,0,0,17967,0
75,634481,13,5869,609473,25008,33114,0,0,0,0
76,747261,10,6548,728611,18650,22446,0,0,32396,0
77,749026,12,8058,720776,28250,37839,0,0,3371,0
78,749083,11,6511,723702,25381,32209,0,0,12237,0
79,747448,14,6511,722098,25350,31355,0,0,18285,0
80,735696,11,4029,716184,19512,23893,0,0,28189,0
81,747831,11,5205,727360,20471,24907,0,0,30163,0
82,747691,8,6298,727916,19775,24386,0,0,24815,1833
83,748769,8,6298,730154,18615,23003,0,0,17159,4560
84,747072,7,6154,725830,21242,26801,0,0,0,7697
85,748645,8,6154,728892,19753,25675,0,0,0,8401
