partition,elements,neighboring_ranks,max_mpi_faces_per_neighboring_rank,interior_elements,mpi_elements,mpi_faces,mpi_dr_faces,dynamic_rupture_faces,free_surface_faces,transparent_faces
0,93325,9,1016,88972,4353,4889,0,0,5491,0
1,93396,16,1543,86128,7268,9236,0,0,0,0
2,93343,13,1254,87621,5722,6838,0,0,3490,0
3,93303,8,1254,88544,4759,5461,0,0,4723,0
4,93402,10,1258,87466,5936,7204,0,0,2646,0
5,93326,16,1258,86920,6406,7764,0,0,2828,0
6,93281,13,1386,87019,6262,7623,0,0,2445,0
7,93271,11,1386,88611,4660,5333,0,0,4937,0
8,93089,11,1080,87484,5605,6808,0,0,3368,0
9,92977,9,912,88290,4687,5609,0,0,4329,0
10,93267,9,1352,87195,6072,7283,0,0,2979,0
11,93387,10,1296,88786,4601,5399,0,0,4615,0
12,93330,18,1326,86340,6990,9038,0,0,0,0
13,93274,17,1543,86197,7077,9170,0,0,0,0
14,87828,9,1227,82785,5043,6021,0,0,3835,0
15,93360,11,1207,88719,4641,5459,0,0,4647,0
16,93275,19,1879,85819,7456,9676,0,0,0,0
17,93194,10,1182,88664,4530,5215,0,0,5453,0
18,93216,8,1166,88431,4785,5580,0,0,4598,0
19,93299,13,1823,87498,5801,6962,0,0,3908,0
20,93333,16,1642,86386,6947,9294,0,0,0,0
21,93337,13,1461,86724,6613,9054,0,0,0,0
22,93300,18,1447,85718,7582,9864,0,0,0,0
23,93338,15,1879,85683,7655,9620,0,0,0,0
24,93413,19,1446,86309,7104,9224,0,0,0,0
25,93322,17,1405,86022,7300,9318,0,0,0,0
26,93294,10,1221,88900,4394,5071,0,0,5083,0
27,93257,10,1221,88301,4956,5826,0,0,4148,0
28,93233,10,1427,88325,4908,5835,0,0,3877,0
29,93327,13,1765,88086,5241,5936,0,0,5404,0
30,93405,17,1458,86267,7138,9232,0,0,0,0
31,93412,14,1765,86110,7302,8903,0,0,1755,0
32,93345,12,1283,87738,5607,6707,0,0,3859,0
33,93407,10,1842,87720,5687,6681,0,0,4177,0
