partition,elements,neighboring_ranks,max_mpi_faces_per_neighboring_rank,interior_elements,mpi_elements,mpi_faces,mpi_dr_faces,dynamic_rupture_faces,free_surface_faces,transparent_faces
0,7963,17,298,6612,1351,1766,0,0,0,0
1,7954,12,350,6764,1190,1481,0,0,0,167
2,7975,8,350,6885,1090,1385,0,0,0,263
3,7979,11,244,6824,1155,1469,0,0,0,249
4,7943,11,244,6821,1122,1384,0,0,0,146
5,7976,18,229,6711,1265,1648,0,0,0,0
6,8041,16,328,6770,1271,1634,0,0,0,0
7,7911,18,328,6487,1424,1792,0,0,0,0
8,7972,16,199,6678,1294,1664,0,0,0,0
9,7920,15,273,6688,1232,1580,0,0,0,0
10,8026,15,248,6733,1293,1696,0,0,0,0
11,7996,17,280,6726,1270,1652,0,0,0,0
12,7962,16,401,6588,1374,1796,0,0,0,0
13,8006,18,267,6623,1383,1782,0,0,0,0
14,8013,12,379,6730,1283,1700,0,0,0,0
15,7881,17,379,6403,1478,1802,0,0,0,0
16,7985,17,346,6756,1229,1678,0,0,0,0
17,7953,10,321,6903,1050,1361,0,0,0,197
18,8029,15,336,6764,1265,1672,0,0,0,0
19,7958,16,336,6625,1333,1712,0,0,0,0
20,7988,10,266,6896,1092,1389,0,0,0,213
21,7961,20,356,6626,1335,1720,0,0,0,0
22,7895,16,401,6616,1279,1710,0,0,0,0
23,7970,9,247,6932,1038,1312,0,0,0,202
24,7963,10,319,6933,1030,1283,0,0,0,243
25,7926,15,330,6573,1353,1690,0,0,0,0
26,7999,15,326,6733,1266,1668,0,0,0,0
27,7967,15,330,6537,1430,1884,0,0,0,0
28,7954,17,199,6718,1236,1628,0,0,0,0
29,7869,16,350,6597,1272,1638,0,0,0,0
30,7977,17,329,6515,1462,1864,0,0,0,0
31,7961,12,264,6829,1132,1446,0,0,0,168
32,7980,12,250,6774,1206,1553,0,0,0,141
33,7958,11,166,6915,1043,1342,0,0,0,172
34,7955,17,280,6594,1361,1730,0,0,0,0
35,8040,15,323,6837,1203,1598,0,0,0,0
36,8042,18,323,6669,1373,1800,0,0,0,0
37,7954,15,295,6657,1297,1702,0,0,0,0
38,7950,16,288,6648,1302,1730,0,0,0,0
39,7967,12,304,6709,1258,1640,0,0,0,0
40,7942,16,199,6684,1258,1622,0,0,0,0
41,7967,14,347,6878,1089,1402,0,0,0,404
42,8008,12,347,6815,1193,1600,0,0,0,0
43,7964,16,289,6679,1285,1726,0,0,0,0
44,7978,10,289,6936,1042,1307,0,0,0,281
45,7935,12,319,6754,1181,1563,0,0,0,99
46,7967,9,280,6923,1044,1303,0,0,0,217
47,7982,17,280,6628,1354,1782,0,0,0,0
48,7922,12,292,6627,1295,1660,0,0,0,0
49,7966,11,282,6868,1098,1384,0,0,0,224
50,7981,11,321,6764,1217,1570,0,0,0,154
51,7993,16,228,6643,1350,1743,0,0,0,39
52,7965,11,228,6993,972,1249,0,0,0,311
53,7960,15,201,6733,1227,1588,0,0,0,0
54,7918,15,207,6599,1319,1626,0,0,0,142
55,7991,10,282,6888,1103,1433,0,0,0,189
56,7982,16,282,6783,1199,1542,0,0,0,0
57,7937,15,236,6671,1266,1646,0,0,0,0
58,7986,15,252,6772,1214,1574,0,0,0,0
