referrer,views_total,views_unique
github.com,191,11
seissol.org,77,21
Google,62,21
deref-gmx.net,57,1
seissol.readthedocs.io,20,8
DuckDuckGo,15,3
Bing,8,5
cn.bing.com,5,4
tandem.readthedocs.io,2,1
chatgpt.com,2,1
