referrer,views_total,views_unique
github.com,97,17
seissol.org,41,21
Bing,38,7
Google,29,10
academic.oup.com,14,2
cn.bing.com,12,6
seissol.readthedocs.io,9,5
m.sogou.com,2,1
hpcadvisorycouncil.com,2,1
search.naver.com,1,1
