referrer,views_total,views_unique
seissol.org,90,16
Google,51,28
github.com,20,11
seissol.readthedocs.io,11,6
DuckDuckGo,6,2
cn.bing.com,3,2
chatgpt.com,2,2
link.springer.com,2,2
search.brave.com,2,2
link.gitcode.com,2,1
