url_path,views_total,views_unique
/SeisSol/SeisSol,85,63
/SeisSol/SeisSol/blob/master/src/DynamicRupture/FrictionLaws/CpuImpl/LinearSlipWeakening.cpp,14,1
/SeisSol/SeisSol/pulls,9,6
/SeisSol/SeisSol/issues,8,7
/SeisSol/SeisSol/tree/master/preprocessing/meshing/gmsh_example,8,6
/SeisSol/SeisSol/blob/master/postprocessing/visualization/receiver/bin/viewrec,6,4
/SeisSol/SeisSol/blob/master/preprocessing/meshing/gmsh_example/planar-anydip.geo,6,4
/SeisSol/SeisSol/tree/master/external,6,2
/SeisSol/SeisSol/blob/master/src/DynamicRupture/FrictionLaws/CpuImpl/LinearSlipWeakening.h,5,1
/SeisSol/SeisSol/releases,4,4
