referrer,views_total,views_unique
seissol.org,120,23
github.com,98,15
Google,60,21
seissol.readthedocs.io,33,9
cn.bing.com,24,6
Bing,11,9
DuckDuckGo,9,2
hpcadvisorycouncil.atlassian.net,7,2
nature.com,5,1
chatgpt.com,5,1
