referrer,views_total,views_unique
Google,160,34
github.com,71,15
seissol.org,69,27
Bing,34,7
seissol.readthedocs.io,30,10
hpcadvisorycouncil.atlassian.net,11,2
cn.bing.com,8,6
Baidu,8,1
DuckDuckGo,7,3
chatgpt.com,4,2
