referrer,views_total,views_unique
Google,218,28
github.com,137,16
seissol.org,132,29
cn.bing.com,22,8
seissol.readthedocs.io,12,4
DuckDuckGo,2,2
Baidu,2,2
Bing,2,2
nature.com,2,1
cheese-coe.eu,1,1
