referrer,views_total,views_unique
github.com,67,26
seissol.org,60,23
Google,31,21
Bing,13,5
seissol.readthedocs.io,5,3
chatgpt.com,1,1
doubao.com,1,1
nature.com,1,1
sciencedirect.com,1,1
youtube.com,1,1
