url_path,views_total,views_unique
/SeisSol/SeisSol,90,62
/SeisSol/SeisSol/blob/master/src/DynamicRupture/FrictionLaws/CpuImpl/LinearSlipWeakening.cpp,14,1
/SeisSol/SeisSol/pull/1514,14,1
/SeisSol/SeisSol/pulls,10,5
/SeisSol/SeisSol/issues/1485,8,4
/SeisSol/SeisSol/issues,7,6
/SeisSol/SeisSol/blob/master/postprocessing/visualization/receiver/bin/viewrec,6,4
/SeisSol/SeisSol/tree/master/preprocessing/science/rconv,6,2
/SeisSol/SeisSol/tree/master/preprocessing/meshing/gmsh_example,5,5
/SeisSol/SeisSol/blob/master/src/DynamicRupture/FrictionLaws/CpuImpl/LinearSlipWeakening.h,5,1
