referrer,views_total,views_unique
Google,117,35
github.com,93,21
Bing,79,14
seissol.org,69,20
seissol.readthedocs.io,35,10
hpcadvisorycouncil.atlassian.net,18,1
cn.bing.com,6,4
physics.paperswithcode.com,6,2
arxiv.org,6,1
fortran-lang.org,2,1
