referrer,views_total,views_unique
github.com,74,23
Google,35,24
Baidu,27,4
seissol.org,25,14
Bing,13,6
seissol.readthedocs.io,13,5
mail.gfz-potsdam.de,9,1
search.brave.com,3,2
chatgpt.com,3,1
www5.in.tum.de,3,1
