referrer,views_total,views_unique
seissol.org,46,20
github.com,44,18
Google,37,21
Bing,4,3
chatgpt.com,4,1
cs.cit.tum.de,4,1
nature.com,3,3
seissol.readthedocs.io,2,2
Baidu,1,1
DuckDuckGo,1,1
