url_path,views_total,views_unique
/SeisSol/SeisSol,246,82
/SeisSol/SeisSol/pulls,106,12
/SeisSol/SeisSol/tree/master/src,51,11
/SeisSol/SeisSol/commits/master/Documentation,36,1
/SeisSol/SeisSol/tree/master/cmake,29,1
/SeisSol/SeisSol/tree/master/postprocessing,24,5
/SeisSol/SeisSol/blob/master/preprocessing/science/generating_ASAGI_file.py,24,1
/SeisSol/SeisSol/blob/master/src/DynamicRupture/FrictionLaws/RateAndState.h,22,1
/SeisSol/SeisSol/blob/master/README.md,18,3
/SeisSol/SeisSol/pull/1135,17,7
