referrer,views_total,views_unique
seissol.org,68,17
github.com,47,17
Google,34,22
Bing,24,5
seissol.readthedocs.io,9,3
DuckDuckGo,1,1
agupubs.onlinelibrary.wiley.com,1,1
doubao.com,1,1
intel.com,1,1
link.zhihu.com,1,1
