referrer,views_total,views_unique
Google,207,32
seissol.org,199,31
github.com,79,15
seissol.readthedocs.io,33,6
core-man.github.io,12,1
cn.bing.com,9,5
Bing,4,4
chatgpt.com,3,2
seismo-learn.org,3,1
Baidu,2,2
