url_path,views_total,views_unique
/SeisSol/SeisSol,95,67
/SeisSol/SeisSol/blob/master/src/DynamicRupture/FrictionLaws/CpuImpl/LinearSlipWeakening.cpp,14,1
/SeisSol/SeisSol/issues,11,8
/SeisSol/SeisSol/pulls,9,6
/SeisSol/SeisSol/tree/master/preprocessing/meshing/gmsh_example,8,6
/SeisSol/SeisSol/discussions,8,3
/SeisSol/SeisSol/blob/master/postprocessing/visualization/receiver/bin/viewrec,7,5
/SeisSol/SeisSol/discussions/1503,7,2
/SeisSol/SeisSol/blob/master/preprocessing/meshing/gmsh_example/planar-anydip.geo,6,4
/SeisSol/SeisSol/commits/master,6,2
