referrer,views_total,views_unique
Google,242,26
github.com,169,22
seissol.org,160,25
cn.bing.com,22,8
seissol.readthedocs.io,14,4
Baidu,2,2
nature.com,2,1
cheese-coe.eu,1,1
fortran-lang.org,1,1
ecosia.org,1,1
