referrer,views_total,views_unique
github.com,47,3
Google,27,11
seissol.org,25,12
nature.com,15,4
deref-gmx.net,9,1
Yahoo,8,1
cn.bing.com,4,3
nature.x-lib.xyz,1,1
chatgpt.com,1,1
link.springer.com,1,1
