referrer,views_total,views_unique
Google,96,34
seissol.org,92,18
github.com,91,19
tandem.readthedocs.io,32,1
Bing,19,10
seissol.readthedocs.io,19,8
DuckDuckGo,8,2
cn.bing.com,6,5
hpcadvisorycouncil.atlassian.net,5,1
zenodo.org,2,1
