referrer,views_total,views_unique
seissol.org,43,20
github.com,28,12
Google,18,15
DuckDuckGo,11,1
Bing,6,5
seissol.readthedocs.io,5,2
qwx1.2.onescienceway.com,3,1
sciencedirect.com,1,1
