referrer,views_total,views_unique
Google,111,28
seissol.org,67,24
github.com,54,14
seissol.readthedocs.io,33,10
Bing,27,3
hpcadvisorycouncil.atlassian.net,9,1
Baidu,8,1
cn.bing.com,5,4
chatgpt.com,4,2
zenodo.org,4,1
