referrer,views_total,views_unique
github.com,63,22
seissol.org,41,19
Google,32,17
Bing,6,4
chatgpt.com,4,1
nature.com,3,3
link.springer.com,2,1
Baidu,1,1
DuckDuckGo,1,1
Yahoo,1,1
