referrer,views_total,views_unique
github.com,76,4
Google,52,12
seissol.org,29,15
nature.com,17,4
Bing,10,2
deref-gmx.net,9,1
Yahoo,8,1
cn.bing.com,7,4
nature.x-lib.xyz,1,1
gitlab.com,1,1
