referrer,views_total,views_unique
Google,101,20
github.com,96,20
seissol.org,38,20
deref-gmx.net,15,2
wx.mail.qq.com,13,1
Bing,4,4
Baidu,2,2
seissol.readthedocs.io,2,2
chatgpt.com,1,1
nature.com,1,1
