referrer,views_total,views_unique
Google,103,37
seissol.org,89,18
github.com,74,17
seissol.readthedocs.io,49,9
tandem.readthedocs.io,32,1
Bing,19,10
DuckDuckGo,8,2
cn.bing.com,5,4
hpcadvisorycouncil.atlassian.net,5,1
seismo-learn.org,2,1
