time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-17 00:00:00+00:00,141,17,16,12
2026-04-18 00:00:00+00:00,123,11,11,11
2026-04-19 00:00:00+00:00,280,35,18,14
2026-04-20 00:00:00+00:00,1981,86,60,17
2026-04-21 00:00:00+00:00,5056,126,160,22
2026-04-22 00:00:00+00:00,2692,109,68,21
2026-04-23 00:00:00+00:00,2441,103,64,18
2026-04-24 00:00:00+00:00,195,67,23,15
2026-04-25 00:00:00+00:00,622,72,8,5
2026-04-26 00:00:00+00:00,1051,22,6,4
2026-04-27 00:00:00+00:00,531,48,72,20
2026-04-28 00:00:00+00:00,28,13,31,10
2026-04-29 00:00:00+00:00,484,20,37,20
2026-04-30 00:00:00+00:00,1104,56,50,14
