referrer,views_total,views_unique
github.com,125,24
Google,67,24
seissol.org,60,24
Bing,20,6
qwx1.2.onescienceway.com,17,3
deref-gmx.net,15,2
wx.mail.qq.com,11,1
seissol.readthedocs.io,7,2
chatgpt.com,3,2
cs.cit.tum.de,3,1
