referrer,views_total,views_unique
github.com,163,23
Google,113,37
seissol.readthedocs.io,36,9
seissol.org,32,18
tandem.readthedocs.io,13,2
Bing,10,8
chatgpt.com,8,3
cn.bing.com,6,5
hpcadvisorycouncil.atlassian.net,5,3
arxiv.org,5,1
