time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-21 00:00:00+00:00,631,30,97,30
2025-10-22 00:00:00+00:00,72,24,87,35
2025-10-23 00:00:00+00:00,186,31,74,28
2025-10-24 00:00:00+00:00,44,21,83,21
2025-10-25 00:00:00+00:00,55,24,29,14
2025-10-26 00:00:00+00:00,21,11,28,20
2025-10-27 00:00:00+00:00,247,31,40,18
2025-10-28 00:00:00+00:00,858,40,248,33
2025-10-29 00:00:00+00:00,347,15,44,17
2025-10-30 00:00:00+00:00,139,23,108,33
2025-10-31 00:00:00+00:00,81,22,44,23
2025-11-01 00:00:00+00:00,666,20,43,24
2025-11-02 00:00:00+00:00,26,12,46,20
2025-11-03 00:00:00+00:00,187,24,119,29
