url_path,views_total,views_unique
/SeisSol/SeisSol,225,102
/SeisSol/SeisSol/pulls,90,10
/SeisSol/SeisSol/tree/master/src,65,13
/SeisSol/SeisSol/pull/1122,39,4
/SeisSol/SeisSol/tree/master/preprocessing/science/kinematic_models,32,2
/SeisSol/SeisSol/tree/master/src/Geometry,19,4
/SeisSol/SeisSol/issues,17,8
/SeisSol/SeisSol/blob/master/preprocessing/science/kinematic_models/generate_FL33_input_files.py,17,2
/SeisSol/SeisSol/blob/master/README.md,14,6
/SeisSol/SeisSol/tree/master/Documentation,14,6
