referrer,views_total,views_unique
github.com,80,4
seissol.org,59,16
Google,58,15
Bing,28,2
nature.com,19,4
deref-gmx.net,9,1
Yahoo,8,1
cn.bing.com,7,4
nature.x-lib.xyz,1,1
gitlab.com,1,1
