url_path,views_total,views_unique
/SeisSol/SeisSol,165,86
/SeisSol/SeisSol/commits/master,31,9
/SeisSol/SeisSol/issues,29,11
/SeisSol/SeisSol/tree/master/postprocessing/visualization/receiver,18,5
/SeisSol/SeisSol/tree/master/postprocessing,17,6
/SeisSol/SeisSol/pulls,17,5
/SeisSol/SeisSol/tree/master/postprocessing/visualization,15,5
/SeisSol/SeisSol/blob/master/postprocessing/visualization/receiver/bin/viewrec,14,7
/SeisSol/SeisSol/tree/master/preprocessing,14,5
/SeisSol/SeisSol/tree/master,13,8
