referrer,views_total,views_unique
github.com,126,19
Google,105,28
seissol.org,47,17
Bing,17,5
seissol.readthedocs.io,10,8
cn.bing.com,9,1
Yahoo,7,1
hpcadvisorycouncil.atlassian.net,7,1
deref-gmx.net,7,1
DuckDuckGo,4,3
