referrer,views_total,views_unique
seissol.org,54,27
Google,26,7
seissol.readthedocs.io,18,3
github.com,16,6
Bing,9,5
Yahoo,6,1
Baidu,4,2
qwant.com,1,1
qwx1.2.onescienceway.com,1,1
zenodo.org,1,1
