referrer,views_total,views_unique
github.com,68,17
Google,46,18
seissol.org,44,9
seissol.readthedocs.io,9,4
Bing,7,4
DuckDuckGo,2,2
arxiv.org,2,1
chatgpt.com,2,1
m.sogou.com,1,1
onebox.huawei.com,1,1
