url_path,views_total,views_unique
/SeisSol/SeisSol,181,98
/SeisSol/SeisSol/commits/master,32,11
/SeisSol/SeisSol/issues,31,11
/SeisSol/SeisSol/tree/master,20,12
/SeisSol/SeisSol/tree/master/postprocessing/visualization/receiver,19,4
/SeisSol/SeisSol/tree/master/postprocessing,17,7
/SeisSol/SeisSol/tree/master/postprocessing/visualization,17,6
/SeisSol/SeisSol/tree/master/src,15,12
/SeisSol/SeisSol/blob/master/postprocessing/visualization/receiver/bin/viewrec,14,6
/SeisSol/SeisSol/tree/master/preprocessing,13,5
