referrer,views_total,views_unique
github.com,126,19
Google,87,26
seissol.org,55,19
Bing,16,4
seissol.readthedocs.io,10,8
cn.bing.com,9,1
Yahoo,7,1
hpcadvisorycouncil.atlassian.net,7,1
deref-gmx.net,7,1
DuckDuckGo,4,3
