referrer,views_total,views_unique
github.com,116,25
seissol.org,86,16
Google,61,28
Bing,22,6
seissol.readthedocs.io,17,6
mail.gfz-potsdam.de,9,1
qwx1.2.onescienceway.com,7,3
DuckDuckGo,7,2
search.brave.com,5,3
core-man.github.io,4,2
