referrer,views_total,views_unique
github.com,186,21
Google,125,42
seissol.org,104,31
seissol.readthedocs.io,31,9
cn.bing.com,30,7
Bing,12,7
hpcadvisorycouncil.atlassian.net,9,1
hpcadvisorycouncil.com,5,3
sciencedirect.com,5,1
chatgpt.com,2,2
