referrer,views_total,views_unique
github.com,121,21
Google,44,17
seissol.org,39,21
cn.bing.com,15,6
seissol.readthedocs.io,13,4
fortran-lang.org,6,1
Bing,4,4
bgithub.xyz,4,1
hpcadvisorycouncil.com,3,2
nature.com,3,1
