referrer,views_total,views_unique
seissol.org,82,37
Google,72,21
github.com,56,18
seissol.readthedocs.io,22,7
cn.bing.com,21,13
Bing,18,12
academic.oup.com,11,4
Baidu,4,1
agupubs.onlinelibrary.wiley.com,4,1
gitlab.com,3,3
