time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-08 00:00:00+00:00,715,23,54,15
2026-01-09 00:00:00+00:00,1297,43,41,13
2026-01-10 00:00:00+00:00,30,17,17,14
2026-01-11 00:00:00+00:00,25,17,16,9
2026-01-12 00:00:00+00:00,98,14,55,14
2026-01-13 00:00:00+00:00,18,6,19,13
2026-01-14 00:00:00+00:00,98,11,60,56
2026-01-15 00:00:00+00:00,21,13,58,29
2026-01-16 00:00:00+00:00,15,9,21,14
2026-01-17 00:00:00+00:00,248,18,45,15
2026-01-18 00:00:00+00:00,20,9,10,8
2026-01-19 00:00:00+00:00,22,12,69,19
2026-01-20 00:00:00+00:00,122,15,28,17
2026-01-21 00:00:00+00:00,1373,27,132,35
