referrer,views_total,views_unique
github.com,139,12
Google,134,21
seissol.org,117,19
cn.bing.com,40,9
seissol.readthedocs.io,35,11
readthedocs.org,31,1
deref-gmx.net,6,1
Bing,5,5
gitlab.com,5,2
chatgpt.com,4,2
