referrer,views_total,views_unique
github.com,219,26
Google,136,35
seissol.org,116,31
seissol.readthedocs.io,105,11
Bing,12,8
euc-excel.officeapps.live.com,6,2
deref-gmx.net,5,1
tandem.readthedocs.io,4,1
Baidu,3,1
DuckDuckGo,2,2
