referrer,views_total,views_unique
Google,278,257
github.com,52,16
Bing,34,6
seissol.org,33,17
seissol.readthedocs.io,3,3
DuckDuckGo,2,2
sites.utexas.edu,2,1
Baidu,1,1
chatgpt.com,1,1
jgr-solidearth-submit.agu.org,1,1
