time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-18 00:00:00+00:00,753,85,14,12
2026-05-19 00:00:00+00:00,1068,36,45,20
2026-05-20 00:00:00+00:00,2257,152,20,8
2026-05-21 00:00:00+00:00,218,28,28,11
2026-05-22 00:00:00+00:00,40,22,25,10
2026-05-23 00:00:00+00:00,63,38,19,8
2026-05-24 00:00:00+00:00,48,25,6,4
2026-05-25 00:00:00+00:00,143,51,25,7
2026-05-26 00:00:00+00:00,93,37,41,25
2026-05-27 00:00:00+00:00,93,43,17,11
2026-05-28 00:00:00+00:00,249,82,17,11
2026-05-29 00:00:00+00:00,171,34,31,14
2026-05-30 00:00:00+00:00,319,85,16,8
2026-05-31 00:00:00+00:00,68,32,6,4
