time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-04 00:00:00+00:00,127,18,41,19
2025-12-05 00:00:00+00:00,217,31,37,20
2025-12-06 00:00:00+00:00,759,26,22,16
2025-12-07 00:00:00+00:00,15,8,8,8
2025-12-08 00:00:00+00:00,174,16,53,18
2025-12-09 00:00:00+00:00,499,18,27,21
2025-12-10 00:00:00+00:00,409,21,46,24
2025-12-11 00:00:00+00:00,102,11,35,13
2025-12-12 00:00:00+00:00,253,11,115,17
2025-12-13 00:00:00+00:00,524,22,7,6
2025-12-14 00:00:00+00:00,90,9,10,8
2025-12-15 00:00:00+00:00,1422,28,65,14
2025-12-16 00:00:00+00:00,484,15,33,12
2025-12-17 00:00:00+00:00,92,5,33,18
