time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-05 00:00:00+00:00,167,25,53,16
2025-11-06 00:00:00+00:00,1431,35,42,15
2025-11-07 00:00:00+00:00,1246,41,44,23
2025-11-08 00:00:00+00:00,390,21,58,23
2025-11-09 00:00:00+00:00,29,11,19,8
2025-11-10 00:00:00+00:00,1353,29,49,21
2025-11-11 00:00:00+00:00,769,31,85,26
2025-11-12 00:00:00+00:00,551,22,85,27
2025-11-13 00:00:00+00:00,690,14,81,18
2025-11-14 00:00:00+00:00,1058,35,64,21
2025-11-15 00:00:00+00:00,369,9,8,8
2025-11-16 00:00:00+00:00,119,10,19,12
2025-11-17 00:00:00+00:00,113,13,57,17
2025-11-18 00:00:00+00:00,777,22,55,15
