time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-21 00:00:00+00:00,7,5,69,20
2024-10-22 00:00:00+00:00,76,3,112,19
2024-10-23 00:00:00+00:00,222,3,65,26
2024-10-24 00:00:00+00:00,592,4,67,28
2024-10-25 00:00:00+00:00,132,5,29,11
2024-10-26 00:00:00+00:00,183,2,16,8
2024-10-27 00:00:00+00:00,3,2,15,9
2024-10-28 00:00:00+00:00,180,1,69,15
2024-10-29 00:00:00+00:00,935,3,26,13
2024-10-30 00:00:00+00:00,258,4,108,22
2024-10-31 00:00:00+00:00,2,1,33,10
2024-11-01 00:00:00+00:00,113,4,16,3
2024-11-02 00:00:00+00:00,74,2,27,6
2024-11-03 00:00:00+00:00,2,2,69,7
