referrer,views_total,views_unique
github.com,77,24
seissol.org,65,15
Google,56,30
Baidu,27,4
Bing,18,8
seissol.readthedocs.io,14,5
mail.gfz-potsdam.de,9,1
search.brave.com,5,3
core-man.github.io,4,2
chatgpt.com,3,1
